seed,topology_model,n_cells,n_sites,edit_states,dominant_state_prob,missing_rate,mutation_rate,repeat,triplet_samples_requested,sampled_triplets_inferred,possible_triplets,sampled_triplet_coverage,min_signal_gap,simulation_seconds,algorithm,triplet_accuracy,rf_similarity,triplet_inference_seconds,solve_seconds,status,error
805422026,balanced_random_40_60_splits,512,20,5,0.0,0.3,0.8,0,50000,44029,22238720,0.88058,0.03,0.1814833580000368,ConfidentWeightedTMC_SMJ32,0.8832,0.06619859578736209,1.6763124010000183,49.08593673800004,ok,
805422026,balanced_random_40_60_splits,512,20,5,0.0,0.3,0.8,0,50000,44029,22238720,0.88058,0.03,0.1814833580000368,VanillaGreedy,0.8632,0.13201970443349753,0.0,0.7379927389999921,ok,
805422026,balanced_random_40_60_splits,512,20,5,0.0,0.3,0.8,0,50000,44029,22238720,0.88058,0.03,0.1814833580000368,UPGMA,0.794,0.25098039215686274,0.0,1.0474706439999864,ok,
805422026,balanced_random_40_60_splits,512,20,5,0.0,0.3,0.8,0,50000,44029,22238720,0.88058,0.03,0.1814833580000368,NeighborJoining,0.555,0.25098039215686274,0.0,1.0536575400000174,ok,
805422027,balanced_random_40_60_splits,512,20,5,0.0,0.3,0.8,1,50000,43630,22238720,0.8726,0.03,0.17548543399999517,ConfidentWeightedTMC_SMJ32,0.8958,0.05622489959839361,1.4982258390000425,50.51234691500002,ok,
805422027,balanced_random_40_60_splits,512,20,5,0.0,0.3,0.8,1,50000,43630,22238720,0.8726,0.03,0.17548543399999517,VanillaGreedy,0.8522,0.13188976377952755,0.0,0.8614710200000673,ok,
805422027,balanced_random_40_60_splits,512,20,5,0.0,0.3,0.8,1,50000,43630,22238720,0.8726,0.03,0.17548543399999517,UPGMA,0.9182,0.19999999999999996,0.0,1.1144145959999605,ok,
805422027,balanced_random_40_60_splits,512,20,5,0.0,0.3,0.8,1,50000,43630,22238720,0.8726,0.03,0.17548543399999517,NeighborJoining,0.7398,0.19215686274509802,0.0,1.276796676999993,ok,
805522026,balanced_random_40_60_splits,512,30,3,0.0,0.2,0.8,0,50000,42750,22238720,0.855,0.03,0.16654561799998646,ConfidentWeightedTMC_SMJ32,0.9694,0.07028112449799195,1.5486811279999984,52.25817209899992,ok,
805522026,balanced_random_40_60_splits,512,30,3,0.0,0.2,0.8,0,50000,42750,22238720,0.855,0.03,0.16654561799998646,VanillaGreedy,0.633,0.2025565388397247,0.0,1.3567583410000452,ok,
805522026,balanced_random_40_60_splits,512,30,3,0.0,0.2,0.8,0,50000,42750,22238720,0.855,0.03,0.16654561799998646,UPGMA,0.9974,0.3666666666666667,0.0,1.1651623889999883,ok,
805522026,balanced_random_40_60_splits,512,30,3,0.0,0.2,0.8,0,50000,42750,22238720,0.855,0.03,0.16654561799998646,NeighborJoining,0.8086,0.4254901960784314,0.0,1.1498914240000886,ok,
805522027,balanced_random_40_60_splits,512,30,3,0.0,0.2,0.8,1,50000,41514,22238720,0.83028,0.03,0.21036553900000854,ConfidentWeightedTMC_SMJ32,0.8498,0.07823470411233702,1.46479423400001,46.457343111,ok,
805522027,balanced_random_40_60_splits,512,30,3,0.0,0.2,0.8,1,50000,41514,22238720,0.83028,0.03,0.21036553900000854,VanillaGreedy,0.7566,0.1470588235294118,0.0,0.741042087999972,ok,
805522027,balanced_random_40_60_splits,512,30,3,0.0,0.2,0.8,1,50000,41514,22238720,0.83028,0.03,0.21036553900000854,UPGMA,0.9574,0.43529411764705883,0.0,0.8126122180000266,ok,
805522027,balanced_random_40_60_splits,512,30,3,0.0,0.2,0.8,1,50000,41514,22238720,0.83028,0.03,0.21036553900000854,NeighborJoining,0.7074,0.4294117647058824,0.0,0.8574465789999977,ok,
805622026,balanced_random_40_60_splits,512,30,3,0.0,0.3,0.8,0,50000,43048,22238720,0.86096,0.03,0.17123224399995252,ConfidentWeightedTMC_SMJ32,0.9396,0.054162487462387165,2.3781880600000704,67.56832379799994,ok,
805622026,balanced_random_40_60_splits,512,30,3,0.0,0.3,0.8,0,50000,43048,22238720,0.86096,0.03,0.17123224399995252,VanillaGreedy,0.872,0.10392156862745094,0.0,1.2542238620000035,ok,
805622026,balanced_random_40_60_splits,512,30,3,0.0,0.3,0.8,0,50000,43048,22238720,0.86096,0.03,0.17123224399995252,UPGMA,0.9544,0.22941176470588232,0.0,1.4742120920000161,ok,
805622026,balanced_random_40_60_splits,512,30,3,0.0,0.3,0.8,0,50000,43048,22238720,0.86096,0.03,0.17123224399995252,NeighborJoining,0.7852,0.23725490196078436,0.0,1.3054639380000026,ok,
805622027,balanced_random_40_60_splits,512,30,3,0.0,0.3,0.8,1,50000,43149,22238720,0.86298,0.03,0.1981600819999585,ConfidentWeightedTMC_SMJ32,0.9466,0.07221664994984955,1.5806070630000022,60.78694029099995,ok,
805622027,balanced_random_40_60_splits,512,30,3,0.0,0.3,0.8,1,50000,43149,22238720,0.86298,0.03,0.1981600819999585,VanillaGreedy,0.7772,0.12979351032448383,0.0,1.3697881570000163,ok,
805622027,balanced_random_40_60_splits,512,30,3,0.0,0.3,0.8,1,50000,43149,22238720,0.86298,0.03,0.1981600819999585,UPGMA,0.9534,0.40784313725490196,0.0,1.6729728289999457,ok,
805622027,balanced_random_40_60_splits,512,30,3,0.0,0.3,0.8,1,50000,43149,22238720,0.86298,0.03,0.1981600819999585,NeighborJoining,0.9812,0.43137254901960786,0.0,1.4612494189999552,ok,
805722026,balanced_random_40_60_splits,512,30,5,0.0,0.2,0.8,0,50000,42610,22238720,0.8522,0.03,0.2589238829999658,ConfidentWeightedTMC_SMJ32,0.932,0.08232931726907633,1.9938134530000298,72.70579405299998,ok,
805722026,balanced_random_40_60_splits,512,30,5,0.0,0.2,0.8,0,50000,42610,22238720,0.8522,0.03,0.2589238829999658,VanillaGreedy,0.8272,0.28823529411764703,0.0,1.6966264090000323,ok,
805722026,balanced_random_40_60_splits,512,30,5,0.0,0.2,0.8,0,50000,42610,22238720,0.8522,0.03,0.2589238829999658,UPGMA,0.9648,0.46862745098039216,0.0,2.3491642029999866,ok,
805722026,balanced_random_40_60_splits,512,30,5,0.0,0.2,0.8,0,50000,42610,22238720,0.8522,0.03,0.2589238829999658,NeighborJoining,0.9626,0.5098039215686274,0.0,2.2546054829999775,ok,
805722027,balanced_random_40_60_splits,512,30,5,0.0,0.2,0.8,1,50000,43313,22238720,0.86626,0.03,0.3721830060000002,ConfidentWeightedTMC_SMJ32,0.9772,0.1002004008016032,2.8627362439999615,68.23925222599996,ok,
