repeat,seed,n_cells,n_sites,edit_states,missing_rate,algorithm,possible_triplets,inferred_triplets,triplet_coverage,triplet_accuracy,rf_similarity,triplet_inference_seconds,solve_seconds
5,6403010,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37012,0.8883448540706606,0.8736,0.711864406779661,1.112128800999983,6.4340576619999865
5,6403010,64,20,3,0.0,VanillaGreedy,41664,37012,0.8883448540706606,0.7578,0.4715447154471545,0.0,0.04275121700004547
5,6403010,64,20,3,0.0,UPGMA,41664,37012,0.8883448540706606,0.9248,0.7096774193548387,0.0,0.3994268999999804
5,6403010,64,20,3,0.0,NeighborJoining,41664,37012,0.8883448540706606,0.9468,0.6935483870967742,0.0,0.39305186399997183
6,6403011,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37470,0.8993375576036866,0.9616,0.8717948717948718,0.9262060540000334,7.032371607000016
6,6403011,64,20,3,0.0,VanillaGreedy,41664,37470,0.8993375576036866,0.728,0.5,0.0,0.04975772799997458
6,6403011,64,20,3,0.0,UPGMA,41664,37470,0.8993375576036866,0.9926,0.8225806451612903,0.0,0.6236421610000207
6,6403011,64,20,3,0.0,NeighborJoining,41664,37470,0.8993375576036866,0.999,0.8870967741935484,0.0,0.4016556789999868
7,6403012,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37340,0.8962173579109063,0.9542,0.6949152542372881,0.8842192429999614,6.306627597999977
7,6403012,64,20,3,0.0,VanillaGreedy,41664,37340,0.8962173579109063,0.871,0.4426229508196722,0.0,0.05034381000001531
7,6403012,64,20,3,0.0,UPGMA,41664,37340,0.8962173579109063,0.9946,0.7258064516129032,0.0,0.762409244999958
7,6403012,64,20,3,0.0,NeighborJoining,41664,37340,0.8962173579109063,0.835,0.7096774193548387,0.0,0.47485487900002
8,6403013,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36747,0.8819844470046083,0.947,0.6949152542372881,1.0558583819999967,6.083609428999978
8,6403013,64,20,3,0.0,VanillaGreedy,41664,36747,0.8819844470046083,0.6366,0.5483870967741935,0.0,0.045760631999996804
8,6403013,64,20,3,0.0,UPGMA,41664,36747,0.8819844470046083,0.9916,0.6451612903225806,0.0,0.6291510579999908
8,6403013,64,20,3,0.0,NeighborJoining,41664,36747,0.8819844470046083,0.9942,0.8225806451612903,0.0,0.41890289500003064
9,6403014,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38146,0.9155625960061444,0.9478,0.728813559322034,1.017146503000049,5.966131419000021
9,6403014,64,20,3,0.0,VanillaGreedy,41664,38146,0.9155625960061444,0.738,0.6016260162601625,0.0,0.03841275999997151
9,6403014,64,20,3,0.0,UPGMA,41664,38146,0.9155625960061444,0.9982,0.8225806451612903,0.0,0.6133293089999938
9,6403014,64,20,3,0.0,NeighborJoining,41664,38146,0.9155625960061444,0.8254,0.7258064516129032,0.0,0.38135421499998756
10,6403015,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38955,0.9349798387096774,0.9484,0.5423728813559322,0.9801250599999776,6.132391238999958
10,6403015,64,20,3,0.0,VanillaGreedy,41664,38955,0.9349798387096774,0.7422,0.5161290322580645,0.0,0.04204342299999553
10,6403015,64,20,3,0.0,UPGMA,41664,38955,0.9349798387096774,0.9824,0.5161290322580645,0.0,0.7234335960000067
10,6403015,64,20,3,0.0,NeighborJoining,41664,38955,0.9349798387096774,0.9858,0.5967741935483871,0.0,0.4956146029999786
11,6403016,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37646,0.9035618279569892,0.9096,0.7627118644067796,1.117383397000026,6.315778774000023
11,6403016,64,20,3,0.0,VanillaGreedy,41664,37646,0.9035618279569892,0.7578,0.4516129032258065,0.0,0.04178833800000348
11,6403016,64,20,3,0.0,UPGMA,41664,37646,0.9035618279569892,0.944,0.6774193548387097,0.0,0.6376676510000152
11,6403016,64,20,3,0.0,NeighborJoining,41664,37646,0.9035618279569892,0.9468,0.7580645161290323,0.0,0.397439984000016
12,6403017,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36962,0.887144777265745,0.8384,0.6890756302521008,0.9654072740000288,5.157598213000028
12,6403017,64,20,3,0.0,VanillaGreedy,41664,36962,0.887144777265745,0.8684,0.5203252032520325,0.0,0.044915788999958295
12,6403017,64,20,3,0.0,UPGMA,41664,36962,0.887144777265745,0.9552,0.7580645161290323,0.0,0.3980088430000137
12,6403017,64,20,3,0.0,NeighborJoining,41664,36962,0.887144777265745,0.7966,0.7580645161290323,0.0,0.41017494999999826
13,6403018,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37201,0.8928811443932412,0.9382,0.728813559322034,0.9593224390000046,6.324316339999996
13,6403018,64,20,3,0.0,VanillaGreedy,41664,37201,0.8928811443932412,0.7778,0.7049180327868853,0.0,0.04751410000000078
13,6403018,64,20,3,0.0,UPGMA,41664,37201,0.8928811443932412,0.9856,0.935483870967742,0.0,0.4131666170000017
13,6403018,64,20,3,0.0,NeighborJoining,41664,37201,0.8928811443932412,0.9686,0.7741935483870968,0.0,0.4176016419999655
14,6403019,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36596,0.8783602150537635,0.8182,0.6779661016949152,1.1392061880000028,6.6760277010000095
14,6403019,64,20,3,0.0,VanillaGreedy,41664,36596,0.8783602150537635,0.67,0.5161290322580645,0.0,0.040843272000017805
14,6403019,64,20,3,0.0,UPGMA,41664,36596,0.8783602150537635,0.753,0.7258064516129032,0.0,0.3885135140000102
14,6403019,64,20,3,0.0,NeighborJoining,41664,36596,0.8783602150537635,0.7024,0.7419354838709677,0.0,0.42331333099997437
15,6403020,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36507,0.8762240783410138,0.894,0.7796610169491526,0.9536420729999691,6.3647803929999895
15,6403020,64,20,3,0.0,VanillaGreedy,41664,36507,0.8762240783410138,0.6918,0.5,0.0,0.04273297999998249
15,6403020,64,20,3,0.0,UPGMA,41664,36507,0.8762240783410138,0.7892,0.8548387096774194,0.0,0.36534422699998004
15,6403020,64,20,3,0.0,NeighborJoining,41664,36507,0.8762240783410138,0.6912,0.7741935483870968,0.0,0.4132315130000279
16,6403021,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38942,0.9346678187403994,0.9592,0.8205128205128205,0.9593364269999825,7.396714924999969
16,6403021,64,20,3,0.0,VanillaGreedy,41664,38942,0.9346678187403994,0.7816,0.3709677419354839,0.0,0.04138479700003472
16,6403021,64,20,3,0.0,UPGMA,41664,38942,0.9346678187403994,0.9746,0.7903225806451613,0.0,0.42587724200001276
16,6403021,64,20,3,0.0,NeighborJoining,41664,38942,0.9346678187403994,0.958,0.7903225806451613,0.0,0.6911791859999994
17,6403022,64,20,3,0.0,FullTripletTMC_SMJ16,41664,39027,0.9367079493087558,0.9242,0.7899159663865546,1.1997225849999609,5.591142070000046
17,6403022,64,20,3,0.0,VanillaGreedy,41664,39027,0.9367079493087558,0.9354,0.5040650406504066,0.0,0.044887232999997195
17,6403022,64,20,3,0.0,UPGMA,41664,39027,0.9367079493087558,0.9448,0.6451612903225806,0.0,0.3814354959999946
17,6403022,64,20,3,0.0,NeighborJoining,41664,39027,0.9367079493087558,0.963,0.6612903225806452,0.0,0.37359667900000204
18,6403023,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37498,0.9000096006144394,0.8816,0.8235294117647058,0.978717458999995,5.255549131000009
18,6403023,64,20,3,0.0,VanillaGreedy,41664,37498,0.9000096006144394,0.5112,0.32258064516129037,0.0,0.045605230999967716
18,6403023,64,20,3,0.0,UPGMA,41664,37498,0.9000096006144394,0.978,0.7741935483870968,0.0,0.42730190899999343
18,6403023,64,20,3,0.0,NeighborJoining,41664,37498,0.9000096006144394,0.9936,0.8064516129032258,0.0,0.4170749009999781
19,6403024,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37361,0.8967213901689708,0.9658,0.7863247863247863,0.9714937549999831,7.368054649999976
19,6403024,64,20,3,0.0,VanillaGreedy,41664,37361,0.8967213901689708,0.917,0.6451612903225806,0.0,0.038421303000063745
19,6403024,64,20,3,0.0,UPGMA,41664,37361,0.8967213901689708,0.8268,0.8064516129032258,0.0,0.4164323760001025
19,6403024,64,20,3,0.0,NeighborJoining,41664,37361,0.8967213901689708,0.965,0.8870967741935484,0.0,0.39347746099997494
20,6403025,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38003,0.912130376344086,0.9424,0.847457627118644,0.8799482590000025,6.894837779999989
20,6403025,64,20,3,0.0,VanillaGreedy,41664,38003,0.912130376344086,0.7756,0.6016260162601625,0.0,0.04246698400004334
20,6403025,64,20,3,0.0,UPGMA,41664,38003,0.912130376344086,0.9944,0.7580645161290323,0.0,0.4818385969999781
20,6403025,64,20,3,0.0,NeighborJoining,41664,38003,0.912130376344086,0.9996,0.935483870967742,0.0,0.4148208720000639
21,6403026,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37245,0.8939372119815668,0.8074,0.6890756302521008,1.0010304850000011,5.66142916900003
21,6403026,64,20,3,0.0,VanillaGreedy,41664,37245,0.8939372119815668,0.8066,0.4032258064516129,0.0,0.0403003850000232
21,6403026,64,20,3,0.0,UPGMA,41664,37245,0.8939372119815668,0.6404,0.6935483870967742,0.0,0.4464383210000733
21,6403026,64,20,3,0.0,NeighborJoining,41664,37245,0.8939372119815668,0.753,0.6935483870967742,0.0,0.37751882600002773
22,6403027,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37200,0.8928571428571429,0.8026,0.6666666666666667,0.8792742980000412,7.401961281000013
22,6403027,64,20,3,0.0,VanillaGreedy,41664,37200,0.8928571428571429,0.7622,0.4838709677419355,0.0,0.058352475999981834
22,6403027,64,20,3,0.0,UPGMA,41664,37200,0.8928571428571429,0.7852,0.7419354838709677,0.0,0.42391990600003737
22,6403027,64,20,3,0.0,NeighborJoining,41664,37200,0.8928571428571429,0.682,0.7419354838709677,0.0,0.3814949449999858
23,6403028,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37841,0.9082421274961597,0.9348,0.7457627118644068,1.0305821470000183,6.821409880000033
23,6403028,64,20,3,0.0,VanillaGreedy,41664,37841,0.9082421274961597,0.7234,0.5161290322580645,0.0,0.04680049400008102
23,6403028,64,20,3,0.0,UPGMA,41664,37841,0.9082421274961597,0.961,0.7258064516129032,0.0,0.39340384399997674
23,6403028,64,20,3,0.0,NeighborJoining,41664,37841,0.9082421274961597,0.9616,0.7419354838709677,0.0,0.38420715199993083
24,6403029,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38065,0.9136184715821812,0.9406,0.8305084745762712,0.9354331859999547,6.456614982000019
24,6403029,64,20,3,0.0,VanillaGreedy,41664,38065,0.9136184715821812,0.6928,0.4715447154471545,0.0,0.04257851800002754
24,6403029,64,20,3,0.0,UPGMA,41664,38065,0.9136184715821812,0.9984,0.8225806451612903,0.0,0.37293018800005484
24,6403029,64,20,3,0.0,NeighborJoining,41664,38065,0.9136184715821812,0.7936,0.8064516129032258,0.0,0.3833173699999861
25,6403030,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36443,0.874687980030722,0.9232,0.6218487394957983,0.9171917380000423,5.246189215000072
25,6403030,64,20,3,0.0,VanillaGreedy,41664,36443,0.874687980030722,0.7122,0.4516129032258065,0.0,0.04381208600000264
25,6403030,64,20,3,0.0,UPGMA,41664,36443,0.874687980030722,0.7266,0.5967741935483871,0.0,0.40604980000000523
25,6403030,64,20,3,0.0,NeighborJoining,41664,36443,0.874687980030722,0.9874,0.5967741935483871,0.0,0.4143490550000024
26,6403031,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38487,0.9237471198156681,0.9228,0.7058823529411764,0.9333978440000692,5.7751605089999885
26,6403031,64,20,3,0.0,VanillaGreedy,41664,38487,0.9237471198156681,0.873,0.6290322580645161,0.0,0.04933907600002385
26,6403031,64,20,3,0.0,UPGMA,41664,38487,0.9237471198156681,0.7864,0.7258064516129032,0.0,0.6337085859998979
26,6403031,64,20,3,0.0,NeighborJoining,41664,38487,0.9237471198156681,0.7866,0.7741935483870968,0.0,0.3709251540000196
27,6403032,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38339,0.9201948924731183,0.936,0.7966101694915254,0.8969055099998968,6.190835569000001
27,6403032,64,20,3,0.0,VanillaGreedy,41664,38339,0.9201948924731183,0.727,0.6774193548387097,0.0,0.0396574099999043
27,6403032,64,20,3,0.0,UPGMA,41664,38339,0.9201948924731183,0.992,0.7903225806451613,0.0,0.62718114900008
27,6403032,64,20,3,0.0,NeighborJoining,41664,38339,0.9201948924731183,0.984,0.7580645161290323,0.0,0.38329760599992824
28,6403033,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37298,0.8952092933947773,0.9418,0.711864406779661,0.9427105999999412,6.119086863000007
28,6403033,64,20,3,0.0,VanillaGreedy,41664,37298,0.8952092933947773,0.7266,0.5967741935483871,0.0,0.04415974999994887
28,6403033,64,20,3,0.0,UPGMA,41664,37298,0.8952092933947773,0.9754,0.8709677419354839,0.0,0.5715168670000139
28,6403033,64,20,3,0.0,NeighborJoining,41664,37298,0.8952092933947773,0.9976,0.8709677419354839,0.0,0.4131912239998883
29,6403034,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36993,0.8878888248847926,0.9382,0.7966101694915254,0.8957857519999379,6.782770065000022
29,6403034,64,20,3,0.0,VanillaGreedy,41664,36993,0.8878888248847926,0.7536,0.4715447154471545,0.0,0.05290702499996769
29,6403034,64,20,3,0.0,UPGMA,41664,36993,0.8878888248847926,0.9764,0.7419354838709677,0.0,0.5747858160000305
29,6403034,64,20,3,0.0,NeighborJoining,41664,36993,0.8878888248847926,0.9704,0.8225806451612903,0.0,0.42526650000002064
30,6403035,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38522,0.924587173579109,0.9462,0.847457627118644,0.9111940129999994,6.542660498000032
30,6403035,64,20,3,0.0,VanillaGreedy,41664,38522,0.924587173579109,0.7386,0.564516129032258,0.0,0.049488483000004635
30,6403035,64,20,3,0.0,UPGMA,41664,38522,0.924587173579109,0.973,0.7903225806451613,0.0,0.785105810999994
30,6403035,64,20,3,0.0,NeighborJoining,41664,38522,0.924587173579109,0.7882,0.7741935483870968,0.0,0.4423026499999878
31,6403036,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37039,0.8889928955453149,0.9232,0.6890756302521008,1.1300427630000058,6.124235687999999
31,6403036,64,20,3,0.0,VanillaGreedy,41664,37039,0.8889928955453149,0.7584,0.32258064516129037,0.0,0.037051885999972
31,6403036,64,20,3,0.0,UPGMA,41664,37039,0.8889928955453149,0.9334,0.5806451612903225,0.0,0.4519841940000333
31,6403036,64,20,3,0.0,NeighborJoining,41664,37039,0.8889928955453149,0.9246,0.5967741935483871,0.0,0.557078692999994
32,6403037,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36736,0.8817204301075269,0.7732,0.6837606837606838,0.9241733020000993,7.502252913999996
32,6403037,64,20,3,0.0,VanillaGreedy,41664,36736,0.8817204301075269,0.5624,0.4838709677419355,0.0,0.04103772899998148
32,6403037,64,20,3,0.0,UPGMA,41664,36736,0.8817204301075269,0.6702,0.6612903225806452,0.0,0.5794854429999532
32,6403037,64,20,3,0.0,NeighborJoining,41664,36736,0.8817204301075269,0.8042,0.7903225806451613,0.0,0.38485934300001645
33,6403038,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37427,0.8983054915514593,0.6506,0.7457627118644068,0.9186797959999922,5.821330131000082
33,6403038,64,20,3,0.0,VanillaGreedy,41664,37427,0.8983054915514593,0.717,0.5161290322580645,0.0,0.040300577000039084
33,6403038,64,20,3,0.0,UPGMA,41664,37427,0.8983054915514593,0.7802,0.7419354838709677,0.0,0.5993314650000912
33,6403038,64,20,3,0.0,NeighborJoining,41664,37427,0.8983054915514593,0.6944,0.8064516129032258,0.0,0.36744037599999047
34,6403039,64,20,3,0.0,FullTripletTMC_SMJ16,41664,35975,0.8634552611367128,0.728,0.7226890756302521,0.9056022449999546,4.871287442000039
34,6403039,64,20,3,0.0,VanillaGreedy,41664,35975,0.8634552611367128,0.6344,0.4354838709677419,0.0,0.0378615780000473
34,6403039,64,20,3,0.0,UPGMA,41664,35975,0.8634552611367128,0.6498,0.7903225806451613,0.0,0.36703238799998417
34,6403039,64,20,3,0.0,NeighborJoining,41664,35975,0.8634552611367128,0.7854,0.8225806451612903,0.0,0.6189025219999849
35,6403040,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36414,0.873991935483871,0.879,0.8571428571428572,0.8578606960001025,5.340732352000032
35,6403040,64,20,3,0.0,VanillaGreedy,41664,36414,0.873991935483871,0.8058,0.532258064516129,0.0,0.04533323800001199
35,6403040,64,20,3,0.0,UPGMA,41664,36414,0.873991935483871,0.779,0.8225806451612903,0.0,0.38850706400000945
35,6403040,64,20,3,0.0,NeighborJoining,41664,36414,0.873991935483871,0.7774,0.8387096774193549,0.0,0.46334257199998774
36,6403041,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37138,0.8913690476190477,0.9492,0.847457627118644,0.8757722320000312,5.971946595000077
36,6403041,64,20,3,0.0,VanillaGreedy,41664,37138,0.8913690476190477,0.6374,0.5528455284552846,0.0,0.03629771900000378
36,6403041,64,20,3,0.0,UPGMA,41664,37138,0.8913690476190477,0.7582,0.8548387096774194,0.0,0.37589342899991607
36,6403041,64,20,3,0.0,NeighborJoining,41664,37138,0.8913690476190477,0.7614,0.8709677419354839,0.0,0.3990204670000139
37,6403042,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37498,0.9000096006144394,0.8578,0.6779661016949152,0.8792089239999541,5.99890806999997
37,6403042,64,20,3,0.0,VanillaGreedy,41664,37498,0.9000096006144394,0.8322,0.532258064516129,0.0,0.044438120999984676
37,6403042,64,20,3,0.0,UPGMA,41664,37498,0.9000096006144394,0.9538,0.6290322580645161,0.0,0.39637102500000765
37,6403042,64,20,3,0.0,NeighborJoining,41664,37498,0.9000096006144394,0.9958,0.8225806451612903,0.0,0.38341612700003225
38,6403043,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36962,0.887144777265745,0.9242,0.6722689075630253,0.8991412390000733,5.3855594650000285
38,6403043,64,20,3,0.0,VanillaGreedy,41664,36962,0.887144777265745,0.8402,0.4838709677419355,0.0,0.04051119700000072
38,6403043,64,20,3,0.0,UPGMA,41664,36962,0.887144777265745,0.9674,0.564516129032258,0.0,0.4736849210000855
38,6403043,64,20,3,0.0,NeighborJoining,41664,36962,0.887144777265745,0.9896,0.6612903225806452,0.0,0.4023198830000183
39,6403044,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38407,0.9218269969278033,0.9486,0.728813559322034,1.0087267600000587,5.848957462000044
39,6403044,64,20,3,0.0,VanillaGreedy,41664,38407,0.9218269969278033,0.721,0.564516129032258,0.0,0.04215560600005119
39,6403044,64,20,3,0.0,UPGMA,41664,38407,0.9218269969278033,0.99,0.8387096774193549,0.0,0.5659483650000539
39,6403044,64,20,3,0.0,NeighborJoining,41664,38407,0.9218269969278033,0.985,0.7258064516129032,0.0,0.4041241470000614
40,6403045,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38894,0.9335157450076805,0.8926,0.7226890756302521,0.8990016889999879,5.052127359999986
40,6403045,64,20,3,0.0,VanillaGreedy,41664,38894,0.9335157450076805,0.7374,0.4715447154471545,0.0,0.04611710500000754
40,6403045,64,20,3,0.0,UPGMA,41664,38894,0.9335157450076805,0.992,0.7903225806451613,0.0,0.4027979580000647
40,6403045,64,20,3,0.0,NeighborJoining,41664,38894,0.9335157450076805,0.7994,0.7741935483870968,0.0,0.555837299000018
41,6403046,64,20,3,0.0,FullTripletTMC_SMJ16,41664,38366,0.9208429339477726,0.9376,0.8235294117647058,0.8684120919999714,4.971045709000009
41,6403046,64,20,3,0.0,VanillaGreedy,41664,38366,0.9208429339477726,0.7274,0.564516129032258,0.0,0.03835376199992879
41,6403046,64,20,3,0.0,UPGMA,41664,38366,0.9208429339477726,0.996,0.7903225806451613,0.0,0.3873970319999671
41,6403046,64,20,3,0.0,NeighborJoining,41664,38366,0.9208429339477726,0.9708,0.8064516129032258,0.0,0.4373055019999583
42,6403047,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37179,0.8923531105990783,0.9006,0.6440677966101696,1.0398819239999284,6.078619861999982
42,6403047,64,20,3,0.0,VanillaGreedy,41664,37179,0.8923531105990783,0.7116,0.4032258064516129,0.0,0.0399879519999331
42,6403047,64,20,3,0.0,UPGMA,41664,37179,0.8923531105990783,0.9616,0.5806451612903225,0.0,0.3600897469999609
42,6403047,64,20,3,0.0,NeighborJoining,41664,37179,0.8923531105990783,0.9186,0.6774193548387097,0.0,0.38924891800002115
43,6403048,64,20,3,0.0,FullTripletTMC_SMJ16,41664,35602,0.854502688172043,0.904,0.7226890756302521,0.8846790930000452,5.094592653000063
43,6403048,64,20,3,0.0,VanillaGreedy,41664,35602,0.854502688172043,0.6556,0.4838709677419355,0.0,0.04219119599997612
43,6403048,64,20,3,0.0,UPGMA,41664,35602,0.854502688172043,0.6374,0.6451612903225806,0.0,0.3580993609999723
43,6403048,64,20,3,0.0,NeighborJoining,41664,35602,0.854502688172043,0.608,0.7096774193548387,0.0,0.3721950009999091
44,6403049,64,20,3,0.0,FullTripletTMC_SMJ16,41664,36338,0.8721678187403994,0.9294,0.8403361344537815,0.8808516940000573,4.959518941000056
44,6403049,64,20,3,0.0,VanillaGreedy,41664,36338,0.8721678187403994,0.5822,0.5806451612903225,0.0,0.04218677899996237
44,6403049,64,20,3,0.0,UPGMA,41664,36338,0.8721678187403994,0.9704,0.7741935483870968,0.0,0.3721766059999254
44,6403049,64,20,3,0.0,NeighborJoining,41664,36338,0.8721678187403994,0.9994,0.9516129032258065,0.0,0.5695696599999565
45,6403050,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37139,0.891393049155146,0.888,0.773109243697479,0.9087776240000949,5.518522943999983
45,6403050,64,20,3,0.0,VanillaGreedy,41664,37139,0.891393049155146,0.853,0.6290322580645161,0.0,0.04097462299989729
45,6403050,64,20,3,0.0,UPGMA,41664,37139,0.891393049155146,0.952,0.8064516129032258,0.0,0.38698597399991286
45,6403050,64,20,3,0.0,NeighborJoining,41664,37139,0.891393049155146,0.963,0.8548387096774194,0.0,0.3766983830000754
46,6403051,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37938,0.9105702764976958,0.8012,0.6779661016949152,0.8859814559999677,6.081970296000009
46,6403051,64,20,3,0.0,VanillaGreedy,41664,37938,0.9105702764976958,0.705,0.6290322580645161,0.0,0.040856543000018064
46,6403051,64,20,3,0.0,UPGMA,41664,37938,0.9105702764976958,0.9948,0.7096774193548387,0.0,0.41491944099993816
46,6403051,64,20,3,0.0,NeighborJoining,41664,37938,0.9105702764976958,0.9846,0.7741935483870968,0.0,0.3504079479999973
47,6403052,64,20,3,0.0,FullTripletTMC_SMJ16,41664,39347,0.944388440860215,0.9232,0.8571428571428572,0.8739697639999804,5.2031353410000065
47,6403052,64,20,3,0.0,VanillaGreedy,41664,39347,0.944388440860215,0.7184,0.5806451612903225,0.0,0.03816296499996952
47,6403052,64,20,3,0.0,UPGMA,41664,39347,0.944388440860215,0.9994,0.8709677419354839,0.0,0.4486208700000134
47,6403052,64,20,3,0.0,NeighborJoining,41664,39347,0.944388440860215,0.942,0.8064516129032258,0.0,0.39000803799990535
48,6403053,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37874,0.909034178187404,0.9154,0.711864406779661,0.9333883970000443,6.459174075999954
48,6403053,64,20,3,0.0,VanillaGreedy,41664,37874,0.909034178187404,0.6592,0.5483870967741935,0.0,0.0366172970000207
48,6403053,64,20,3,0.0,UPGMA,41664,37874,0.909034178187404,0.9936,0.7741935483870968,0.0,0.4017060280000351
48,6403053,64,20,3,0.0,NeighborJoining,41664,37874,0.909034178187404,0.9942,0.7580645161290323,0.0,0.425400298999989
49,6403054,64,20,3,0.0,FullTripletTMC_SMJ16,41664,37069,0.8897129416282642,0.8926,0.773109243697479,0.9118557389999751,4.888519903999963
49,6403054,64,20,3,0.0,VanillaGreedy,41664,37069,0.8897129416282642,0.7378,0.4354838709677419,0.0,0.040088200000013785
49,6403054,64,20,3,0.0,UPGMA,41664,37069,0.8897129416282642,0.9502,0.6451612903225806,0.0,0.5148113620000458
49,6403054,64,20,3,0.0,NeighborJoining,41664,37069,0.8897129416282642,0.903,0.6290322580645161,0.0,0.37757324800008973
0,6403305,64,20,3,0.3,FullTripletTMC_SMJ16,41664,37688,0.9045698924731183,0.9232,0.27118644067796616,0.92065527200009,5.580369367999992
0,6403305,64,20,3,0.3,VanillaGreedy,41664,37688,0.9045698924731183,0.7696,0.24193548387096775,0.0,0.057258850000039274
0,6403305,64,20,3,0.3,UPGMA,41664,37688,0.9045698924731183,0.9438,0.5483870967741935,0.0,0.5561405480000303
