seed,topology_model,n_cells,n_sites,edit_states,dominant_state_prob,missing_rate,mutation_rate,repeat,triplet_samples_requested,sampled_triplets_inferred,possible_triplets,sampled_triplet_coverage,min_signal_gap,simulation_seconds,algorithm,triplet_accuracy,rf_similarity,triplet_inference_seconds,solve_seconds,status,error
805122056,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,30,50000,45714,22238720,0.91428,0.03,0.3108070990001579,ConfidentWeightedTMC_SMJ32,0.95,0.4128256513026052,2.136674357999709,62.41378170799999,ok,nan
805122056,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,30,50000,45714,22238720,0.91428,0.03,0.3108070990001579,VanillaGreedy,0.8962,0.5888125613346418,0.0,0.8741555310002695,ok,nan
805122056,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,30,50000,45714,22238720,0.91428,0.03,0.3108070990001579,UPGMA,0.9992,0.6901960784313725,0.0,1.7098597490003158,ok,nan
805122056,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,30,50000,45714,22238720,0.91428,0.03,0.3108070990001579,NeighborJoining,0.9922,0.7862745098039216,0.0,1.475761474999672,ok,nan
805122057,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,31,50000,45025,22238720,0.9005,0.03,0.2660807910001495,ConfidentWeightedTMC_SMJ32,0.989,0.357429718875502,2.366147526000077,65.14090707800005,ok,nan
805122057,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,31,50000,45025,22238720,0.9005,0.03,0.2660807910001495,VanillaGreedy,0.9572,0.6790971540726203,0.0,0.8142531589996906,ok,nan
805122057,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,31,50000,45025,22238720,0.9005,0.03,0.2660807910001495,UPGMA,0.8152,0.6843137254901961,0.0,1.174456145000022,ok,nan
805122057,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,31,50000,45025,22238720,0.9005,0.03,0.2660807910001495,NeighborJoining,0.9972,0.8098039215686275,0.0,1.976434036000228,ok,nan
805122058,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,32,50000,45790,22238720,0.9158,0.03,0.1890600920000906,ConfidentWeightedTMC_SMJ32,0.9922,0.4064064064064064,1.8358691890002772,59.449454840999806,ok,nan
805122058,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,32,50000,45790,22238720,0.9158,0.03,0.1890600920000906,VanillaGreedy,0.921,0.6176470588235294,0.0,0.9518940329999168,ok,nan
805122058,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,32,50000,45790,22238720,0.9158,0.03,0.1890600920000906,UPGMA,0.995,0.6705882352941177,0.0,1.5964365790000556,ok,nan
805122058,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,32,50000,45790,22238720,0.9158,0.03,0.1890600920000906,NeighborJoining,0.9944,0.7705882352941177,0.0,1.386103974999969,ok,nan
805122059,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,33,50000,45092,22238720,0.90184,0.03,0.3140543310000794,ConfidentWeightedTMC_SMJ32,0.9924,0.4874623871614845,2.1362499320002826,61.234853768,ok,nan
805122059,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,33,50000,45092,22238720,0.90184,0.03,0.3140543310000794,VanillaGreedy,0.84,0.6274509803921569,0.0,0.8341261679997842,ok,nan
805122059,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,33,50000,45092,22238720,0.90184,0.03,0.3140543310000794,UPGMA,0.9988,0.7254901960784313,0.0,1.3825322319999032,ok,nan
805122059,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,33,50000,45092,22238720,0.90184,0.03,0.3140543310000794,NeighborJoining,0.976,0.8313725490196078,0.0,1.3307534049999958,ok,nan
805122060,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,34,50000,46407,22238720,0.92814,0.03,0.2166619879999416,ConfidentWeightedTMC_SMJ32,0.984,0.4028056112224448,1.842864832000032,62.42315434000011,ok,nan
805122060,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,34,50000,46407,22238720,0.92814,0.03,0.2166619879999416,VanillaGreedy,0.9558,0.6202158979391561,0.0,1.0773505699999075,ok,nan
805122060,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,34,50000,46407,22238720,0.92814,0.03,0.2166619879999416,UPGMA,0.9982,0.607843137254902,0.0,1.8276466510001228,ok,nan
805122060,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,34,50000,46407,22238720,0.92814,0.03,0.2166619879999416,NeighborJoining,0.9994,0.7392156862745098,0.0,1.261213140000109,ok,nan
805122061,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,35,50000,44838,22238720,0.89676,0.03,0.2196246080002311,ConfidentWeightedTMC_SMJ32,0.9952,0.3891675025075225,2.09980223499997,59.71152969800005,ok,nan
805122061,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,35,50000,44838,22238720,0.89676,0.03,0.2196246080002311,VanillaGreedy,0.7926,0.6653581943081452,0.0,0.8488919589999568,ok,nan
805122061,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,35,50000,44838,22238720,0.89676,0.03,0.2196246080002311,UPGMA,0.9984,0.6882352941176471,0.0,1.3200264420001986,ok,nan
805122061,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,35,50000,44838,22238720,0.89676,0.03,0.2196246080002311,NeighborJoining,0.9958,0.7960784313725491,0.0,1.6623299540001426,ok,nan
805122062,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,36,50000,44067,22238720,0.88134,0.03,0.245093418000124,ConfidentWeightedTMC_SMJ32,0.6102,0.3370110330992979,1.8829627770001025,59.96522753199997,ok,nan
805122062,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,36,50000,44067,22238720,0.88134,0.03,0.245093418000124,VanillaGreedy,0.9252,0.6647058823529413,0.0,0.8749920380000731,ok,nan
805122062,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,36,50000,44067,22238720,0.88134,0.03,0.245093418000124,UPGMA,0.7058,0.7372549019607844,0.0,1.27435295100031,ok,nan
805122062,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,36,50000,44067,22238720,0.88134,0.03,0.245093418000124,NeighborJoining,0.6392,0.8098039215686275,0.0,1.284318875000281,ok,nan
805122063,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,37,50000,44874,22238720,0.89748,0.03,0.2171046979997299,ConfidentWeightedTMC_SMJ32,0.9892,0.3390170511534603,1.800192109999898,61.441761254000085,ok,nan
805122063,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,37,50000,44874,22238720,0.89748,0.03,0.2171046979997299,VanillaGreedy,0.9298,0.6352941176470588,0.0,0.8553276419997928,ok,nan
805122063,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,37,50000,44874,22238720,0.89748,0.03,0.2171046979997299,UPGMA,0.9902,0.7431372549019608,0.0,1.6133291010000903,ok,nan
805122063,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,37,50000,44874,22238720,0.89748,0.03,0.2171046979997299,NeighborJoining,0.9626,0.8137254901960784,0.0,1.517307922999862,ok,nan
805122064,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,38,50000,45314,22238720,0.90628,0.03,0.1972898620001615,ConfidentWeightedTMC_SMJ32,0.9916,0.5015045135406219,1.787659566000002,61.248551202999806,ok,nan
805122064,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,38,50000,45314,22238720,0.90628,0.03,0.1972898620001615,VanillaGreedy,0.935,0.6653581943081452,0.0,0.82323594699983,ok,nan
805122064,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,38,50000,45314,22238720,0.90628,0.03,0.1972898620001615,UPGMA,0.9986,0.711764705882353,0.0,1.2855781919997753,ok,nan
805122064,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,38,50000,45314,22238720,0.90628,0.03,0.1972898620001615,NeighborJoining,0.9986,0.8098039215686275,0.0,1.5188836669999546,ok,nan
805122065,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,39,50000,44250,22238720,0.885,0.03,0.2428142690000641,ConfidentWeightedTMC_SMJ32,0.9922,0.4116465863453815,1.8203597739998256,61.27742093000006,ok,nan
805122065,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,39,50000,44250,22238720,0.885,0.03,0.2428142690000641,VanillaGreedy,0.8324,0.6372549019607843,0.0,0.8012625460000891,ok,nan
805122065,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,39,50000,44250,22238720,0.885,0.03,0.2428142690000641,UPGMA,0.858,0.6705882352941177,0.0,1.2372695200001544,ok,nan
805122065,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,39,50000,44250,22238720,0.885,0.03,0.2428142690000641,NeighborJoining,0.799,0.8196078431372549,0.0,1.3062938490002125,ok,nan
805122066,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,40,50000,46471,22238720,0.92942,0.03,0.2044531660003485,ConfidentWeightedTMC_SMJ32,0.9912,0.320962888665998,2.185726035999778,58.74933530099997,ok,nan
805122066,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,40,50000,46471,22238720,0.92942,0.03,0.2044531660003485,VanillaGreedy,0.876,0.6490196078431373,0.0,0.9602328239998316,ok,nan
805122066,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,40,50000,46471,22238720,0.92942,0.03,0.2044531660003485,UPGMA,0.9938,0.6941176470588235,0.0,1.15707929600012,ok,nan
805122066,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,40,50000,46471,22238720,0.92942,0.03,0.2044531660003485,NeighborJoining,0.9974,0.7803921568627451,0.0,1.1834197560001485,ok,nan
805122067,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,41,50000,45525,22238720,0.9105,0.03,0.1628796200002398,ConfidentWeightedTMC_SMJ32,0.946,0.3603603603603603,1.506950857999982,54.78766460800034,ok,nan
805122067,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,41,50000,45525,22238720,0.9105,0.03,0.1628796200002398,VanillaGreedy,0.935,0.6235294117647059,0.0,0.7635533570000916,ok,nan
805122067,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,41,50000,45525,22238720,0.9105,0.03,0.1628796200002398,UPGMA,0.942,0.6647058823529413,0.0,1.2240117420001295,ok,nan
805122067,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,41,50000,45525,22238720,0.9105,0.03,0.1628796200002398,NeighborJoining,0.9538,0.8,0.0,1.2798967839999025,ok,nan
805122068,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,42,50000,47651,22238720,0.95302,0.03,0.1544488740000815,ConfidentWeightedTMC_SMJ32,0.9946,0.4404404404404404,1.5142779029997655,59.99203736899972,ok,nan
805122068,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,42,50000,47651,22238720,0.95302,0.03,0.1544488740000815,VanillaGreedy,0.9556,0.6274509803921569,0.0,1.1353885119997358,ok,nan
805122068,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,42,50000,47651,22238720,0.95302,0.03,0.1544488740000815,UPGMA,0.9986,0.6823529411764706,0.0,1.372400485000071,ok,nan
805122068,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,42,50000,47651,22238720,0.95302,0.03,0.1544488740000815,NeighborJoining,0.9984,0.7725490196078432,0.0,1.5055658320002294,ok,nan
805122069,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,43,50000,44816,22238720,0.89632,0.03,0.5463982599999326,ConfidentWeightedTMC_SMJ32,0.996,0.5225225225225225,2.0228882820001672,67.53099636900015,ok,nan
805122069,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,43,50000,44816,22238720,0.89632,0.03,0.5463982599999326,VanillaGreedy,0.9286,0.6686274509803922,0.0,0.9231636819999948,ok,nan
805122069,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,43,50000,44816,22238720,0.89632,0.03,0.5463982599999326,UPGMA,0.9812,0.7078431372549019,0.0,1.6234012840000105,ok,nan
805122069,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,43,50000,44816,22238720,0.89632,0.03,0.5463982599999326,NeighborJoining,0.9784,0.8176470588235294,0.0,2.2134386470002028,ok,nan
805122070,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,44,50000,45125,22238720,0.9025,0.03,0.5710810090004088,ConfidentWeightedTMC_SMJ32,0.9938,0.4493480441323971,2.769175418000032,65.18269927000028,ok,nan
805122070,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,44,50000,45125,22238720,0.9025,0.03,0.5710810090004088,VanillaGreedy,0.9242,0.603921568627451,0.0,1.3779695650000576,ok,nan
805122070,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,44,50000,45125,22238720,0.9025,0.03,0.5710810090004088,UPGMA,0.9926,0.7411764705882353,0.0,1.3797452819999307,ok,nan
805122070,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,44,50000,45125,22238720,0.9025,0.03,0.5710810090004088,NeighborJoining,0.9806,0.7901960784313725,0.0,1.3449369669997395,ok,nan
805122071,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,45,50000,45646,22238720,0.91292,0.03,0.2002700110001569,ConfidentWeightedTMC_SMJ32,0.9574,0.3510531594784353,1.948499897000147,63.81487292199972,ok,nan
805122071,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,45,50000,45646,22238720,0.91292,0.03,0.2002700110001569,VanillaGreedy,0.9034,0.5980392156862745,0.0,0.9889065990000744,ok,nan
805122071,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,45,50000,45646,22238720,0.91292,0.03,0.2002700110001569,UPGMA,0.9658,0.6705882352941177,0.0,1.6367345780004143,ok,nan
805122071,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,45,50000,45646,22238720,0.91292,0.03,0.2002700110001569,NeighborJoining,0.9674,0.7901960784313725,0.0,1.7345224489999964,ok,nan
805122072,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,46,50000,45175,22238720,0.9035,0.03,0.2107448199999453,ConfidentWeightedTMC_SMJ32,0.9812,0.3543543543543543,1.8160975330001747,54.39034534700022,ok,nan
805122072,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,46,50000,45175,22238720,0.9035,0.03,0.2107448199999453,VanillaGreedy,0.9054,0.6019607843137256,0.0,0.788480193000396,ok,nan
805122072,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,46,50000,45175,22238720,0.9035,0.03,0.2107448199999453,UPGMA,0.9166,0.6803921568627451,0.0,1.0757347570001912,ok,nan
805122072,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,46,50000,45175,22238720,0.9035,0.03,0.2107448199999453,NeighborJoining,0.991,0.8235294117647058,0.0,1.4094361080001363,ok,nan
805122073,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,47,50000,43884,22238720,0.87768,0.03,0.1470313549998536,ConfidentWeightedTMC_SMJ32,0.9526,0.3309929789368104,1.5880166140000256,65.71047979800005,ok,nan
805122073,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,47,50000,43884,22238720,0.87768,0.03,0.1470313549998536,VanillaGreedy,0.9524,0.6529411764705882,0.0,1.2949239820000005,ok,nan
805122073,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,47,50000,43884,22238720,0.87768,0.03,0.1470313549998536,UPGMA,0.6358,0.6627450980392157,0.0,1.576221460999932,ok,nan
805122073,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,47,50000,43884,22238720,0.87768,0.03,0.1470313549998536,NeighborJoining,0.7608,0.8098039215686275,0.0,1.563422230000015,ok,nan
805122074,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,48,50000,45256,22238720,0.90512,0.03,0.2211645020001924,ConfidentWeightedTMC_SMJ32,0.9884,0.4188376753507014,2.2004315310000493,54.950174896000135,ok,nan
805122074,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,48,50000,45256,22238720,0.90512,0.03,0.2211645020001924,VanillaGreedy,0.898,0.6509803921568628,0.0,0.7799061739997342,ok,nan
805122074,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,48,50000,45256,22238720,0.90512,0.03,0.2211645020001924,UPGMA,0.9804,0.6803921568627451,0.0,1.112215632999778,ok,nan
805122074,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,48,50000,45256,22238720,0.90512,0.03,0.2211645020001924,NeighborJoining,0.7222,0.8,0.0,1.2076636489996415,ok,nan
805122075,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,49,50000,43532,22238720,0.87064,0.03,0.2992739050000637,ConfidentWeightedTMC_SMJ32,0.9784,0.3947895791583166,2.4034848659998715,52.89926294799989,ok,nan
805122075,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,49,50000,43532,22238720,0.87064,0.03,0.2992739050000637,VanillaGreedy,0.9416,0.6235294117647059,0.0,0.7530445950001194,ok,nan
805122075,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,49,50000,43532,22238720,0.87064,0.03,0.2992739050000637,UPGMA,0.9972,0.7490196078431373,0.0,1.088257540000086,ok,nan
805122075,balanced_random_40_60_splits,512,30,10,0.0,0.0,0.8,49,50000,43532,22238720,0.87064,0.03,0.2992739050000637,NeighborJoining,0.9406,0.8235294117647058,0.0,1.4195315160000064,ok,nan
805222026,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,0,50000,43404,22238720,0.86808,0.03,0.225480435999998,ConfidentWeightedTMC_SMJ32,0.9838,0.0980980980980981,1.59311376200003,67.18689986100026,ok,nan
805222026,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,0,50000,43404,22238720,0.86808,0.03,0.225480435999998,VanillaGreedy,0.956,0.2082514734774067,0.0,1.356334514000082,ok,nan
805222026,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,0,50000,43404,22238720,0.86808,0.03,0.225480435999998,UPGMA,0.9916,0.3823529411764705,0.0,1.4509864390001894,ok,nan
805222026,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,0,50000,43404,22238720,0.86808,0.03,0.225480435999998,NeighborJoining,0.985,0.3725490196078431,0.0,2.142690013999527,ok,nan
805222027,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,1,50000,43081,22238720,0.86162,0.03,0.3222252559999106,ConfidentWeightedTMC_SMJ32,0.9838,0.066198595787362,1.985394088999783,65.44920429299964,ok,nan
805222027,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,1,50000,43081,22238720,0.86162,0.03,0.3222252559999106,VanillaGreedy,0.8154,0.2102161100196463,0.0,1.612813574000029,ok,nan
805222027,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,1,50000,43081,22238720,0.86162,0.03,0.3222252559999106,UPGMA,0.996,0.3333333333333333,0.0,1.3484672310005408,ok,nan
805222027,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,1,50000,43081,22238720,0.86162,0.03,0.3222252559999106,NeighborJoining,0.979,0.3549019607843137,0.0,1.3453381909994278,ok,nan
805222028,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,2,50000,42823,22238720,0.85646,0.03,0.2818871310000759,ConfidentWeightedTMC_SMJ32,0.9528,0.1083249749247743,2.209879744999853,68.0710585959996,ok,nan
805222028,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,2,50000,42823,22238720,0.85646,0.03,0.2818871310000759,VanillaGreedy,0.799,0.2058823529411765,0.0,1.370081205999668,ok,nan
805222028,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,2,50000,42823,22238720,0.85646,0.03,0.2818871310000759,UPGMA,0.9702,0.3901960784313725,0.0,1.3558136450001257,ok,nan
805222028,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,2,50000,42823,22238720,0.85646,0.03,0.2818871310000759,NeighborJoining,0.9622,0.3921568627450981,0.0,1.8756855700003143,ok,nan
805222029,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,3,50000,42747,22238720,0.85494,0.03,0.2638934990000052,ConfidentWeightedTMC_SMJ32,0.9672,0.0801603206412825,2.146065285999612,67.10054051599946,ok,nan
805222029,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,3,50000,42747,22238720,0.85494,0.03,0.2638934990000052,VanillaGreedy,0.9568,0.2411764705882353,0.0,1.5226614139992307,ok,nan
805222029,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,3,50000,42747,22238720,0.85494,0.03,0.2638934990000052,UPGMA,0.979,0.4274509803921569,0.0,2.02059442799964,ok,nan
805222029,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,3,50000,42747,22238720,0.85494,0.03,0.2638934990000052,NeighborJoining,0.8806,0.4196078431372548,0.0,1.8518034270000496,ok,nan
805222030,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,4,50000,44129,22238720,0.88258,0.03,0.3403376269998261,ConfidentWeightedTMC_SMJ32,0.971,0.0842527582748244,2.348319482000079,61.56576452199988,ok,nan
805222030,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,4,50000,44129,22238720,0.88258,0.03,0.3403376269998261,VanillaGreedy,0.937,0.2041216879293425,0.0,1.126204518999657,ok,nan
805222030,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,4,50000,44129,22238720,0.88258,0.03,0.3403376269998261,UPGMA,0.9838,0.3862745098039215,0.0,1.1247348319993762,ok,nan
805222030,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,4,50000,44129,22238720,0.88258,0.03,0.3403376269998261,NeighborJoining,0.9548,0.3470588235294117,0.0,1.1687053570003627,ok,nan
805222031,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,5,50000,42694,22238720,0.85388,0.03,0.2347660240002369,ConfidentWeightedTMC_SMJ32,0.9888,0.0881763527054108,1.7312854559995683,48.31174759499936,ok,nan
805222031,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,5,50000,42694,22238720,0.85388,0.03,0.2347660240002369,VanillaGreedy,0.9394,0.2470588235294117,0.0,1.077284430999498,ok,nan
805222031,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,5,50000,42694,22238720,0.85388,0.03,0.2347660240002369,UPGMA,0.9952,0.3921568627450981,0.0,1.0492713710000316,ok,nan
805222031,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,5,50000,42694,22238720,0.85388,0.03,0.2347660240002369,NeighborJoining,0.9924,0.3686274509803922,0.0,1.2923811629998454,ok,nan
805222032,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,6,50000,45713,22238720,0.91426,0.03,0.1938873389999571,ConfidentWeightedTMC_SMJ32,0.9822,0.0842527582748244,1.5038504239992108,51.0458450770002,ok,nan
805222032,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,6,50000,45713,22238720,0.91426,0.03,0.1938873389999571,VanillaGreedy,0.8782,0.2294117647058823,0.0,1.0135940169993771,ok,nan
805222032,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,6,50000,45713,22238720,0.91426,0.03,0.1938873389999571,UPGMA,0.9732,0.3098039215686274,0.0,1.0660847589997502,ok,nan
805222032,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,6,50000,45713,22238720,0.91426,0.03,0.1938873389999571,NeighborJoining,0.9474,0.3372549019607843,0.0,1.1032127099997524,ok,nan
805222033,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,7,50000,42525,22238720,0.8505,0.03,0.1867544810002073,ConfidentWeightedTMC_SMJ32,0.9688,0.076305220883534,1.5622614870007965,53.02136964300007,ok,nan
805222033,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,7,50000,42525,22238720,0.8505,0.03,0.1867544810002073,VanillaGreedy,0.861,0.1941176470588235,0.0,1.525694632000523,ok,nan
805222033,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,7,50000,42525,22238720,0.8505,0.03,0.1867544810002073,UPGMA,0.9898,0.3745098039215686,0.0,1.4605120599999282,ok,nan
805222033,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,7,50000,42525,22238720,0.8505,0.03,0.1867544810002073,NeighborJoining,0.9586,0.403921568627451,0.0,1.616293302999111,ok,nan
805222034,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,8,50000,42545,22238720,0.8509,0.03,0.2442806520002705,ConfidentWeightedTMC_SMJ32,0.9686,0.0601202404809618,1.5830859440002314,55.23965053700067,ok,nan
805222034,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,8,50000,42545,22238720,0.8509,0.03,0.2442806520002705,VanillaGreedy,0.9524,0.2372549019607843,0.0,1.1637399419996657,ok,nan
805222034,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,8,50000,42545,22238720,0.8509,0.03,0.2442806520002705,UPGMA,0.9614,0.3607843137254902,0.0,1.399660863000463,ok,nan
805222034,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,8,50000,42545,22238720,0.8509,0.03,0.2442806520002705,NeighborJoining,0.802,0.3745098039215686,0.0,1.2486367579995203,ok,nan
805222035,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,9,50000,42788,22238720,0.85576,0.03,0.2739846380000017,ConfidentWeightedTMC_SMJ32,0.9832,0.0561122244488977,1.8578709029998208,61.49873117599964,ok,nan
805222035,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,9,50000,42788,22238720,0.85576,0.03,0.2739846380000017,VanillaGreedy,0.9574,0.2098039215686274,0.0,1.4991252529998746,ok,nan
805222035,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,9,50000,42788,22238720,0.85576,0.03,0.2739846380000017,UPGMA,0.9968,0.3254901960784313,0.0,1.6758715869991647,ok,nan
805222035,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,9,50000,42788,22238720,0.85576,0.03,0.2739846380000017,NeighborJoining,0.9906,0.3137254901960784,0.0,1.311218550000376,ok,nan
805222036,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,10,50000,42030,22238720,0.8406,0.03,0.3052712830003656,ConfidentWeightedTMC_SMJ32,0.975,0.076076076076076,2.1108972239999275,56.46556965000036,ok,nan
805222036,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,10,50000,42030,22238720,0.8406,0.03,0.3052712830003656,VanillaGreedy,0.9822,0.2708537782139352,0.0,1.038364922000255,ok,nan
805222036,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,10,50000,42030,22238720,0.8406,0.03,0.3052712830003656,UPGMA,0.7688,0.3686274509803922,0.0,1.1888020569995206,ok,nan
805222036,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,10,50000,42030,22238720,0.8406,0.03,0.3052712830003656,NeighborJoining,0.9828,0.3823529411764705,0.0,1.3365557830002217,ok,nan
805222037,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,11,50000,43989,22238720,0.87978,0.03,0.2608920400007264,ConfidentWeightedTMC_SMJ32,0.9804,0.0721442885771542,1.7567584749995149,54.91236545999982,ok,nan
805222037,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,11,50000,43989,22238720,0.87978,0.03,0.2608920400007264,VanillaGreedy,0.9114,0.1943081452404318,0.0,1.5619811449996632,ok,nan
805222037,balanced_random_40_60_splits,512,30,10,0.0,0.3,0.8,11,50000,43989,22238720,0.87978,0.03,0.2608920400007264,UPGMA,0.9882,0.3313725490196079,0.0,1.2610584900003232,ok,nan
