seed,topology_model,n_cells,n_sites,missing_rate,mutation_rate,repeat,triplet_samples_requested,possible_triplets,simulation_seconds,sampled_triplets_inferred,sampled_triplet_coverage,algorithm,triplet_accuracy,rf_similarity,triplet_inference_seconds,solve_seconds,evaluation_seconds,status,error
305122057,random_binary_leaf_splitting,512,30,0.1,0.8,31,50000,22238720,0.4663790580002569,48369,0.96738,SampledRecursiveTMC_SMJ32,0.5054,0.0,2.0802658229999906,77.53540690499995,0.8934807760001604,ok,
305122057,random_binary_leaf_splitting,512,30,0.1,0.8,31,50000,22238720,0.4663790580002569,48369,0.96738,VanillaGreedy,0.4598,0.03529411764705881,0.0,1.5996257809997587,1.0650768049999897,ok,
305122057,random_binary_leaf_splitting,512,30,0.1,0.8,31,50000,22238720,0.4663790580002569,48369,0.96738,UPGMA,0.5622,0.09019607843137256,0.0,1.5412006660003499,0.9279149760000109,ok,
305122057,random_binary_leaf_splitting,512,30,0.1,0.8,31,50000,22238720,0.4663790580002569,48369,0.96738,NeighborJoining,0.4606,0.06862745098039214,0.0,1.5481192649999684,0.9134692600000562,ok,
305122058,random_binary_leaf_splitting,512,30,0.1,0.8,32,50000,22238720,0.3699935979998372,48246,0.96492,SampledRecursiveTMC_SMJ32,0.4656,0.0,1.8665049659998658,74.41946692300007,0.9128050520002944,ok,
305122058,random_binary_leaf_splitting,512,30,0.1,0.8,32,50000,22238720,0.3699935979998372,48246,0.96492,VanillaGreedy,0.4836,0.03529411764705881,0.0,1.5684119359998476,0.7484334840000884,ok,
305122058,random_binary_leaf_splitting,512,30,0.1,0.8,32,50000,22238720,0.3699935979998372,48246,0.96492,UPGMA,0.4226,0.07450980392156858,0.0,1.5599792870002602,0.9200907989998086,ok,
305122058,random_binary_leaf_splitting,512,30,0.1,0.8,32,50000,22238720,0.3699935979998372,48246,0.96492,NeighborJoining,0.364,0.07647058823529407,0.0,1.7351082660002248,1.0315974720001577,ok,
305122059,random_binary_leaf_splitting,512,30,0.1,0.8,33,50000,22238720,0.3320312229998308,48331,0.96662,SampledRecursiveTMC_SMJ32,0.5324,0.0,2.291948949000016,79.01549374200022,0.6921990430000733,ok,
305122059,random_binary_leaf_splitting,512,30,0.1,0.8,33,50000,22238720,0.3320312229998308,48331,0.96662,VanillaGreedy,0.679,0.045098039215686225,0.0,1.677547787000094,1.0363726249997853,ok,
305122059,random_binary_leaf_splitting,512,30,0.1,0.8,33,50000,22238720,0.3320312229998308,48331,0.96662,UPGMA,0.7114,0.0490196078431373,0.0,1.5807312659999297,0.8408381710000867,ok,
305122059,random_binary_leaf_splitting,512,30,0.1,0.8,33,50000,22238720,0.3320312229998308,48331,0.96662,NeighborJoining,0.5522,0.05490196078431375,0.0,1.4011680409998917,0.9404223439996713,ok,
305122060,random_binary_leaf_splitting,512,30,0.1,0.8,34,50000,22238720,0.304893231999813,48350,0.967,SampledRecursiveTMC_SMJ32,0.4644,0.0,2.0240620009999475,91.97761269400007,0.877055960999769,ok,
305122060,random_binary_leaf_splitting,512,30,0.1,0.8,34,50000,22238720,0.304893231999813,48350,0.967,VanillaGreedy,0.5574,0.02352941176470591,0.0,1.3007490469999539,0.9224104649997571,ok,
305122060,random_binary_leaf_splitting,512,30,0.1,0.8,34,50000,22238720,0.304893231999813,48350,0.967,UPGMA,0.4926,0.02941176470588236,0.0,1.5223968889999924,0.9620880530001159,ok,
305122060,random_binary_leaf_splitting,512,30,0.1,0.8,34,50000,22238720,0.304893231999813,48350,0.967,NeighborJoining,0.3364,0.03529411764705881,0.0,1.6949660119998953,1.0126050700000633,ok,
305122061,random_binary_leaf_splitting,512,30,0.1,0.8,35,50000,22238720,0.3360047750002195,48506,0.97012,SampledRecursiveTMC_SMJ32,0.525,0.0,1.9307057959999838,79.53861779499994,0.8621107720000509,ok,
305122061,random_binary_leaf_splitting,512,30,0.1,0.8,35,50000,22238720,0.3360047750002195,48506,0.97012,VanillaGreedy,0.6932,0.021568627450980427,0.0,1.3324576130003152,0.9052502280001136,ok,
305122061,random_binary_leaf_splitting,512,30,0.1,0.8,35,50000,22238720,0.3360047750002195,48506,0.97012,UPGMA,0.5232,0.04705882352941182,0.0,1.7883137769999848,1.1950080820001858,ok,
305122061,random_binary_leaf_splitting,512,30,0.1,0.8,35,50000,22238720,0.3360047750002195,48506,0.97012,NeighborJoining,0.5056,0.05294117647058827,0.0,1.9611686170001121,1.191370248000112,ok,
305122062,random_binary_leaf_splitting,512,30,0.1,0.8,36,50000,22238720,0.29691277199981414,48355,0.9671,SampledRecursiveTMC_SMJ32,0.4494,0.0,2.432409474999986,83.27829293299965,1.0324843369999144,ok,
305122062,random_binary_leaf_splitting,512,30,0.1,0.8,36,50000,22238720,0.29691277199981414,48355,0.9671,VanillaGreedy,0.4986,0.01764705882352946,0.0,1.2623723310002788,0.9268013310002061,ok,
305122062,random_binary_leaf_splitting,512,30,0.1,0.8,36,50000,22238720,0.29691277199981414,48355,0.9671,UPGMA,0.4652,0.039215686274509776,0.0,1.6070299590001014,1.011990292000064,ok,
305122062,random_binary_leaf_splitting,512,30,0.1,0.8,36,50000,22238720,0.29691277199981414,48355,0.9671,NeighborJoining,0.3922,0.050980392156862786,0.0,1.6097492240000975,0.9590708229998199,ok,
305122063,random_binary_leaf_splitting,512,30,0.1,0.8,37,50000,22238720,0.3052569139999832,48220,0.9644,SampledRecursiveTMC_SMJ32,0.41,0.0,2.4360183210001196,80.88360331700005,1.329074889000367,ok,
305122063,random_binary_leaf_splitting,512,30,0.1,0.8,37,50000,22238720,0.3052569139999832,48220,0.9644,VanillaGreedy,0.544,0.013752455795677854,0.0,1.5277116100000967,0.8681913549999081,ok,
305122063,random_binary_leaf_splitting,512,30,0.1,0.8,37,50000,22238720,0.3052569139999832,48220,0.9644,UPGMA,0.4878,0.04705882352941182,0.0,1.338494282999818,0.9183696029999737,ok,
305122063,random_binary_leaf_splitting,512,30,0.1,0.8,37,50000,22238720,0.3052569139999832,48220,0.9644,NeighborJoining,0.406,0.0490196078431373,0.0,1.5490627789999962,0.9600195919997532,ok,
305122064,random_binary_leaf_splitting,512,30,0.1,0.8,38,50000,22238720,0.3289980760000617,48320,0.9664,SampledRecursiveTMC_SMJ32,0.4958,0.0,1.875311541999963,69.10091335400011,0.5814450989996658,ok,
305122064,random_binary_leaf_splitting,512,30,0.1,0.8,38,50000,22238720,0.3289980760000617,48320,0.9664,VanillaGreedy,0.653,0.02352941176470591,0.0,0.8295855050000682,0.73083023900017,ok,
305122064,random_binary_leaf_splitting,512,30,0.1,0.8,38,50000,22238720,0.3289980760000617,48320,0.9664,UPGMA,0.5622,0.03529411764705881,0.0,1.9073107499998514,0.8839542649998293,ok,
305122064,random_binary_leaf_splitting,512,30,0.1,0.8,38,50000,22238720,0.3289980760000617,48320,0.9664,NeighborJoining,0.5274,0.03137254901960784,0.0,1.57538776399997,0.8545301700000891,ok,
305122065,random_binary_leaf_splitting,512,30,0.1,0.8,39,50000,22238720,0.20681061899995257,48507,0.97014,SampledRecursiveTMC_SMJ32,0.5728,0.0,1.7388609189997624,61.74908953400018,0.5918601469998066,ok,
305122065,random_binary_leaf_splitting,512,30,0.1,0.8,39,50000,22238720,0.20681061899995257,48507,0.97014,VanillaGreedy,0.6592,0.019607843137254943,0.0,0.891271880000204,0.633524196000053,ok,
305122065,random_binary_leaf_splitting,512,30,0.1,0.8,39,50000,22238720,0.20681061899995257,48507,0.97014,UPGMA,0.6326,0.0490196078431373,0.0,1.2371953860001668,0.6622740130001148,ok,
305122065,random_binary_leaf_splitting,512,30,0.1,0.8,39,50000,22238720,0.20681061899995257,48507,0.97014,NeighborJoining,0.3786,0.050980392156862786,0.0,1.074107844000082,0.8201272029996289,ok,
305122066,random_binary_leaf_splitting,512,30,0.1,0.8,40,50000,22238720,0.1946075200003179,48219,0.96438,SampledRecursiveTMC_SMJ32,0.431,0.0,1.4186194070002784,61.040124741,0.6401330580001741,ok,
305122066,random_binary_leaf_splitting,512,30,0.1,0.8,40,50000,22238720,0.1946075200003179,48219,0.96438,VanillaGreedy,0.5164,0.029469548133595258,0.0,1.075472075000107,0.5742674130001433,ok,
305122066,random_binary_leaf_splitting,512,30,0.1,0.8,40,50000,22238720,0.1946075200003179,48219,0.96438,UPGMA,0.5152,0.05490196078431375,0.0,1.0299594749999414,0.6457046209998225,ok,
305122066,random_binary_leaf_splitting,512,30,0.1,0.8,40,50000,22238720,0.1946075200003179,48219,0.96438,NeighborJoining,0.4528,0.04705882352941182,0.0,1.089701339000385,0.637307637000049,ok,
305122067,random_binary_leaf_splitting,512,30,0.1,0.8,41,50000,22238720,0.2094269830004123,48272,0.96544,SampledRecursiveTMC_SMJ32,0.5474,0.0,1.4968178250001074,61.96708633299977,0.5920064980000461,ok,
305122067,random_binary_leaf_splitting,512,30,0.1,0.8,41,50000,22238720,0.2094269830004123,48272,0.96544,VanillaGreedy,0.596,0.00588235294117645,0.0,0.8210152229999039,0.6483864050001102,ok,
305122067,random_binary_leaf_splitting,512,30,0.1,0.8,41,50000,22238720,0.2094269830004123,48272,0.96544,UPGMA,0.5672,0.027450980392156876,0.0,1.294827522000105,0.8120803770002567,ok,
305122067,random_binary_leaf_splitting,512,30,0.1,0.8,41,50000,22238720,0.2094269830004123,48272,0.96544,NeighborJoining,0.5284,0.027450980392156876,0.0,1.470524229000148,0.6295330580001064,ok,
305122068,random_binary_leaf_splitting,512,30,0.1,0.8,42,50000,22238720,0.20716267899979357,48375,0.9675,SampledRecursiveTMC_SMJ32,0.7494,0.0,1.5890039010000692,67.5033220790001,0.702542139000343,ok,
305122068,random_binary_leaf_splitting,512,30,0.1,0.8,42,50000,22238720,0.20716267899979357,48375,0.9675,VanillaGreedy,0.5942,0.0117647058823529,0.0,1.3455061009999554,0.5671561270000893,ok,
305122068,random_binary_leaf_splitting,512,30,0.1,0.8,42,50000,22238720,0.20716267899979357,48375,0.9675,UPGMA,0.7716,0.0490196078431373,0.0,1.1616697950003072,0.6388535950000005,ok,
305122068,random_binary_leaf_splitting,512,30,0.1,0.8,42,50000,22238720,0.20716267899979357,48375,0.9675,NeighborJoining,0.5742,0.04117647058823526,0.0,1.2077167960001134,0.7778579350001564,ok,
305122069,random_binary_leaf_splitting,512,30,0.1,0.8,43,50000,22238720,0.21248244300022634,48372,0.96744,SampledRecursiveTMC_SMJ32,0.6098,0.0,1.5884917190001033,61.88546982800017,0.6856375620000108,ok,
305122069,random_binary_leaf_splitting,512,30,0.1,0.8,43,50000,22238720,0.21248244300022634,48372,0.96744,VanillaGreedy,0.4952,0.03725490196078429,0.0,0.96815972100012,0.7041730330001883,ok,
305122069,random_binary_leaf_splitting,512,30,0.1,0.8,43,50000,22238720,0.21248244300022634,48372,0.96744,UPGMA,0.5674,0.0490196078431373,0.0,1.2438835740003924,0.8050030300000799,ok,
305122069,random_binary_leaf_splitting,512,30,0.1,0.8,43,50000,22238720,0.21248244300022634,48372,0.96744,NeighborJoining,0.4158,0.05490196078431375,0.0,1.108866358999876,0.7468535620000694,ok,
305122070,random_binary_leaf_splitting,512,30,0.1,0.8,44,50000,22238720,0.2037742740003523,48312,0.96624,SampledRecursiveTMC_SMJ32,0.5626,0.0,1.5387293699996007,64.95868322699971,0.7093298629997662,ok,
305122070,random_binary_leaf_splitting,512,30,0.1,0.8,44,50000,22238720,0.2037742740003523,48312,0.96624,VanillaGreedy,0.5996,0.015686274509803977,0.0,1.1702835710002546,0.776752708999993,ok,
305122070,random_binary_leaf_splitting,512,30,0.1,0.8,44,50000,22238720,0.2037742740003523,48312,0.96624,UPGMA,0.5032,0.05294117647058827,0.0,1.2296923079993576,0.8081576280001173,ok,
305122070,random_binary_leaf_splitting,512,30,0.1,0.8,44,50000,22238720,0.2037742740003523,48312,0.96624,NeighborJoining,0.5134,0.0490196078431373,0.0,1.408676201000162,0.761659249999866,ok,
305122071,random_binary_leaf_splitting,512,30,0.1,0.8,45,50000,22238720,0.21154597900022054,48325,0.9665,SampledRecursiveTMC_SMJ32,0.519,0.0,1.3779429599999276,66.65283510900008,0.596582352999576,ok,
305122071,random_binary_leaf_splitting,512,30,0.1,0.8,45,50000,22238720,0.21154597900022054,48325,0.9665,VanillaGreedy,0.536,0.0490196078431373,0.0,0.8234547960000782,1.0106374819997654,ok,
305122071,random_binary_leaf_splitting,512,30,0.1,0.8,45,50000,22238720,0.21154597900022054,48325,0.9665,UPGMA,0.558,0.050980392156862786,0.0,1.2056265629998961,0.6067019570000411,ok,
305122071,random_binary_leaf_splitting,512,30,0.1,0.8,45,50000,22238720,0.21154597900022054,48325,0.9665,NeighborJoining,0.4052,0.0607843137254902,0.0,1.161079050999433,0.6272775639999963,ok,
305122072,random_binary_leaf_splitting,512,30,0.1,0.8,46,50000,22238720,0.24367862199960655,48395,0.9679,SampledRecursiveTMC_SMJ32,0.6124,0.0,1.9461529290001636,66.98297026299952,0.7566894069996124,ok,
305122072,random_binary_leaf_splitting,512,30,0.1,0.8,46,50000,22238720,0.24367862199960655,48395,0.9679,VanillaGreedy,0.7334,0.00588235294117645,0.0,1.3903904310000144,0.6730060310001136,ok,
305122072,random_binary_leaf_splitting,512,30,0.1,0.8,46,50000,22238720,0.24367862199960655,48395,0.9679,UPGMA,0.6228,0.021568627450980427,0.0,1.137771743000485,0.8349680730007094,ok,
305122072,random_binary_leaf_splitting,512,30,0.1,0.8,46,50000,22238720,0.24367862199960655,48395,0.9679,NeighborJoining,0.4826,0.01764705882352946,0.0,1.2549833290004244,0.7556935230004456,ok,
305122073,random_binary_leaf_splitting,512,30,0.1,0.8,47,50000,22238720,0.2147576339993975,48486,0.96972,SampledRecursiveTMC_SMJ32,0.8344,0.0,1.5002000009999392,59.76795234000019,0.9156330209998487,ok,
305122073,random_binary_leaf_splitting,512,30,0.1,0.8,47,50000,22238720,0.2147576339993975,48486,0.96972,VanillaGreedy,0.669,0.03725490196078429,0.0,0.8804459040002257,0.6803942750002534,ok,
305122073,random_binary_leaf_splitting,512,30,0.1,0.8,47,50000,22238720,0.2147576339993975,48486,0.96972,UPGMA,0.7582,0.08039215686274515,0.0,1.1413344129996403,0.6709659460002513,ok,
305122073,random_binary_leaf_splitting,512,30,0.1,0.8,47,50000,22238720,0.2147576339993975,48486,0.96972,NeighborJoining,0.6832,0.08235294117647063,0.0,1.1395396149991939,0.7204192769995643,ok,
305122074,random_binary_leaf_splitting,512,30,0.1,0.8,48,50000,22238720,0.23428525600047578,48267,0.96534,SampledRecursiveTMC_SMJ32,0.578,0.0,1.5515048080005727,64.7851682569999,0.7563371289998031,ok,
305122074,random_binary_leaf_splitting,512,30,0.1,0.8,48,50000,22238720,0.23428525600047578,48267,0.96534,VanillaGreedy,0.6244,0.025490196078431393,0.0,1.0757686620008826,0.8969913909995739,ok,
305122074,random_binary_leaf_splitting,512,30,0.1,0.8,48,50000,22238720,0.23428525600047578,48267,0.96534,UPGMA,0.5254,0.027450980392156876,0.0,1.2865512039998066,0.8345283970002129,ok,
305122074,random_binary_leaf_splitting,512,30,0.1,0.8,48,50000,22238720,0.23428525600047578,48267,0.96534,NeighborJoining,0.4516,0.04117647058823526,0.0,1.5699058439995497,0.7380367249998017,ok,
305122075,random_binary_leaf_splitting,512,30,0.1,0.8,49,50000,22238720,0.19039095700009057,48285,0.9657,SampledRecursiveTMC_SMJ32,0.4766,0.0,1.4278452429998651,64.53787668800032,0.5275307399997473,ok,
305122075,random_binary_leaf_splitting,512,30,0.1,0.8,49,50000,22238720,0.19039095700009057,48285,0.9657,VanillaGreedy,0.5818,0.045098039215686225,0.0,0.8927115819997198,0.5814722409995738,ok,
305122075,random_binary_leaf_splitting,512,30,0.1,0.8,49,50000,22238720,0.19039095700009057,48285,0.9657,UPGMA,0.6258,0.06666666666666665,0.0,1.2853736110000682,0.7174292230001811,ok,
305122075,random_binary_leaf_splitting,512,30,0.1,0.8,49,50000,22238720,0.19039095700009057,48285,0.9657,NeighborJoining,0.4988,0.06470588235294117,0.0,1.5603593509995335,0.658195558999978,ok,
