repeat,seed,n_cells,n_sites,edit_states,missing_rate,algorithm,possible_triplets,inferred_triplets,triplet_coverage,triplet_accuracy,rf_similarity,triplet_inference_seconds,solve_seconds
15,6403020,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38647,0.9275873655913979,0.921,0.8983050847457628,1.1541515679999748,7.611416362
15,6403020,64,30,5,0.0,VanillaGreedy,41664,38647,0.9275873655913979,0.7628,0.6451612903225806,0.0,0.062027860999990025
15,6403020,64,30,5,0.0,UPGMA,41664,38647,0.9275873655913979,0.9674,0.9032258064516129,0.0,0.48485419200000024
15,6403020,64,30,5,0.0,NeighborJoining,41664,38647,0.9275873655913979,0.9978,0.9516129032258065,0.0,0.7521003200000109
16,6403021,64,30,5,0.0,FullTripletTMC_SMJ16,41664,40194,0.9647177419354839,0.9604,0.8376068376068376,1.1360269620000167,9.781883224000012
16,6403021,64,30,5,0.0,VanillaGreedy,41664,40194,0.9647177419354839,0.7292,0.6774193548387097,0.0,0.06288290300000199
16,6403021,64,30,5,0.0,UPGMA,41664,40194,0.9647177419354839,0.998,0.9193548387096774,0.0,0.513724271000001
16,6403021,64,30,5,0.0,NeighborJoining,41664,40194,0.9647177419354839,0.97,0.9193548387096774,0.0,0.4742123240000069
17,6403022,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38955,0.9349798387096774,0.9248,0.8739495798319328,1.0698598949999791,7.102708140000004
17,6403022,64,30,5,0.0,VanillaGreedy,41664,38955,0.9349798387096774,0.9448,0.5161290322580645,0.0,0.05806486599999516
17,6403022,64,30,5,0.0,UPGMA,41664,38955,0.9349798387096774,0.9908,0.8709677419354839,0.0,0.4202246030000083
17,6403022,64,30,5,0.0,NeighborJoining,41664,38955,0.9349798387096774,0.9974,0.8387096774193549,0.0,0.6092621590000249
18,6403023,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39222,0.9413882488479263,0.921,0.8907563025210083,0.9217548029999989,5.391368929999999
18,6403023,64,30,5,0.0,VanillaGreedy,41664,39222,0.9413882488479263,0.8492,0.6451612903225806,0.0,0.060123832000044786
18,6403023,64,30,5,0.0,UPGMA,41664,39222,0.9413882488479263,0.9956,0.8548387096774194,0.0,0.4350499899999818
18,6403023,64,30,5,0.0,NeighborJoining,41664,39222,0.9413882488479263,0.9424,0.8870967741935484,0.0,0.3871363389999942
19,6403024,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39564,0.9495967741935484,0.9616,0.8813559322033898,0.9458777269999814,6.7288717129999895
19,6403024,64,30,5,0.0,VanillaGreedy,41664,39564,0.9495967741935484,0.6554,0.6341463414634146,0.0,0.05086573599999156
19,6403024,64,30,5,0.0,UPGMA,41664,39564,0.9495967741935484,0.9902,0.8387096774193549,0.0,0.4004625750000059
19,6403024,64,30,5,0.0,NeighborJoining,41664,39564,0.9495967741935484,0.9808,0.8870967741935484,0.0,0.39763387900001135
20,6403025,64,30,5,0.0,FullTripletTMC_SMJ16,41664,40194,0.9647177419354839,0.924,0.864406779661017,0.9237454679999928,6.186490279999987
20,6403025,64,30,5,0.0,VanillaGreedy,41664,40194,0.9647177419354839,0.5282,0.5967741935483871,0.0,0.05803434399996377
20,6403025,64,30,5,0.0,UPGMA,41664,40194,0.9647177419354839,0.9704,0.8387096774193549,0.0,0.39672189199995955
20,6403025,64,30,5,0.0,NeighborJoining,41664,40194,0.9647177419354839,0.9714,0.8548387096774194,0.0,0.39153853800002025
21,6403026,64,30,5,0.0,FullTripletTMC_SMJ16,41664,37880,0.9091781874039938,0.9242,0.9243697478991597,0.9347385300000042,5.423919298000044
21,6403026,64,30,5,0.0,VanillaGreedy,41664,37880,0.9091781874039938,0.7592,0.6935483870967742,0.0,0.05679552499998408
21,6403026,64,30,5,0.0,UPGMA,41664,37880,0.9091781874039938,0.9656,0.8870967741935484,0.0,0.3698792719999915
21,6403026,64,30,5,0.0,NeighborJoining,41664,37880,0.9091781874039938,0.839,0.9193548387096774,0.0,0.4271816539999804
22,6403027,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38111,0.9147225422427036,0.9618,0.8888888888888888,0.9313609170000063,7.7423682489999806
22,6403027,64,30,5,0.0,VanillaGreedy,41664,38111,0.9147225422427036,0.9522,0.7580645161290323,0.0,0.06566257999998015
22,6403027,64,30,5,0.0,UPGMA,41664,38111,0.9147225422427036,0.9664,0.9516129032258065,0.0,0.47019964399999026
22,6403027,64,30,5,0.0,NeighborJoining,41664,38111,0.9147225422427036,0.7292,0.9193548387096774,0.0,0.44184480199999143
23,6403028,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39628,0.9511328725038403,0.9354,0.9152542372881356,0.9838689860000045,6.178356973000007
23,6403028,64,30,5,0.0,VanillaGreedy,41664,39628,0.9511328725038403,0.821,0.6129032258064516,0.0,0.05535059799996134
23,6403028,64,30,5,0.0,UPGMA,41664,39628,0.9511328725038403,0.9814,0.8548387096774194,0.0,0.37579622700002346
23,6403028,64,30,5,0.0,NeighborJoining,41664,39628,0.9511328725038403,0.967,0.8870967741935484,0.0,0.3990850289999912
24,6403029,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39807,0.9554291474654378,0.9436,0.864406779661017,0.8972363720000089,6.241621608999992
24,6403029,64,30,5,0.0,VanillaGreedy,41664,39807,0.9554291474654378,0.7742,0.6451612903225806,0.0,0.052142802000048505
24,6403029,64,30,5,0.0,UPGMA,41664,39807,0.9554291474654378,0.9904,0.8709677419354839,0.0,0.3804536029999781
24,6403029,64,30,5,0.0,NeighborJoining,41664,39807,0.9554291474654378,0.9996,0.935483870967742,0.0,0.38419799199999716
25,6403030,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38945,0.9347398233486943,0.926,0.8739495798319328,0.9429147689999695,5.28031155299999
25,6403030,64,30,5,0.0,VanillaGreedy,41664,38945,0.9347398233486943,0.9086,0.6935483870967742,0.0,0.05274490599998671
25,6403030,64,30,5,0.0,UPGMA,41664,38945,0.9347398233486943,0.999,0.8709677419354839,0.0,0.497645609000017
25,6403030,64,30,5,0.0,NeighborJoining,41664,38945,0.9347398233486943,0.9966,0.8387096774193549,0.0,0.5341253329999631
26,6403031,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38200,0.9168586789554531,0.9204,0.9243697478991597,1.006465177999985,5.100346480999974
26,6403031,64,30,5,0.0,VanillaGreedy,41664,38200,0.9168586789554531,0.794,0.6774193548387097,0.0,0.0598398189999898
26,6403031,64,30,5,0.0,UPGMA,41664,38200,0.9168586789554531,1.0,1.0,0.0,0.5721729779999691
26,6403031,64,30,5,0.0,NeighborJoining,41664,38200,0.9168586789554531,0.9976,0.967741935483871,0.0,0.41143682700004547
27,6403032,64,30,5,0.0,FullTripletTMC_SMJ16,41664,40172,0.964189708141321,0.9488,0.9152542372881356,0.8929172379999955,6.027328780000005
27,6403032,64,30,5,0.0,VanillaGreedy,41664,40172,0.964189708141321,0.865,0.6451612903225806,0.0,0.050888190999955896
27,6403032,64,30,5,0.0,UPGMA,41664,40172,0.964189708141321,1.0,0.9838709677419355,0.0,0.6370344289999821
27,6403032,64,30,5,0.0,NeighborJoining,41664,40172,0.964189708141321,0.9988,0.9516129032258065,0.0,0.40171547800002827
28,6403033,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38586,0.9261232718894009,0.9284,0.9152542372881356,0.9638251880000439,6.352797194999994
28,6403033,64,30,5,0.0,VanillaGreedy,41664,38586,0.9261232718894009,0.6856,0.7419354838709677,0.0,0.061621263000006365
28,6403033,64,30,5,0.0,UPGMA,41664,38586,0.9261232718894009,0.9942,0.935483870967742,0.0,0.7952456459999553
28,6403033,64,30,5,0.0,NeighborJoining,41664,38586,0.9261232718894009,0.9946,0.9516129032258065,0.0,0.5685137500000224
29,6403034,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38258,0.9182507680491552,0.9428,0.9322033898305084,1.4761229810000032,6.875561682000011
29,6403034,64,30,5,0.0,VanillaGreedy,41664,38258,0.9182507680491552,0.8536,0.4838709677419355,0.0,0.07274473100000023
29,6403034,64,30,5,0.0,UPGMA,41664,38258,0.9182507680491552,0.84,0.9193548387096774,0.0,0.6691871639999931
29,6403034,64,30,5,0.0,NeighborJoining,41664,38258,0.9182507680491552,0.9716,0.9516129032258065,0.0,0.4153476910000222
30,6403035,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39628,0.9511328725038403,0.9386,0.9152542372881356,0.9638134919999857,6.192561877999992
30,6403035,64,30,5,0.0,VanillaGreedy,41664,39628,0.9511328725038403,0.7524,0.6129032258064516,0.0,0.06613017099999752
30,6403035,64,30,5,0.0,UPGMA,41664,39628,0.9511328725038403,0.9966,0.8709677419354839,0.0,0.5959216299999639
30,6403035,64,30,5,0.0,NeighborJoining,41664,39628,0.9511328725038403,0.9602,0.8709677419354839,0.0,0.3598200389999988
31,6403036,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39923,0.9582133256528418,0.9258,0.7226890756302521,0.9160016670000459,5.186906998999973
31,6403036,64,30,5,0.0,VanillaGreedy,41664,39923,0.9582133256528418,0.8994,0.6612903225806452,0.0,0.06181747400000859
31,6403036,64,30,5,0.0,UPGMA,41664,39923,0.9582133256528418,0.9974,0.7903225806451613,0.0,0.4321833189999893
31,6403036,64,30,5,0.0,NeighborJoining,41664,39923,0.9582133256528418,0.9986,0.8225806451612903,0.0,0.3945541310000067
32,6403037,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38678,0.9283314132104454,0.9506,0.8888888888888888,0.9268071380000151,8.198953458000005
32,6403037,64,30,5,0.0,VanillaGreedy,41664,38678,0.9283314132104454,0.931,0.6612903225806452,0.0,0.04860821599999099
32,6403037,64,30,5,0.0,UPGMA,41664,38678,0.9283314132104454,0.9778,0.9032258064516129,0.0,0.40270777300003147
32,6403037,64,30,5,0.0,NeighborJoining,41664,38678,0.9283314132104454,0.9446,0.935483870967742,0.0,0.5695339869999998
33,6403038,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38415,0.9220190092165899,0.9626,0.847457627118644,0.9211279349999586,6.103475983999999
33,6403038,64,30,5,0.0,VanillaGreedy,41664,38415,0.9220190092165899,0.8256,0.6290322580645161,0.0,0.05303280900000118
33,6403038,64,30,5,0.0,UPGMA,41664,38415,0.9220190092165899,0.9992,0.9193548387096774,0.0,0.4231425120000267
33,6403038,64,30,5,0.0,NeighborJoining,41664,38415,0.9220190092165899,0.9914,0.8064516129032258,0.0,0.5850787850000074
34,6403039,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39721,0.9533650153609831,0.9092,0.907563025210084,0.9537355639999987,5.15328810799997
34,6403039,64,30,5,0.0,VanillaGreedy,41664,39721,0.9533650153609831,0.8984,0.4838709677419355,0.0,0.05763862099996686
34,6403039,64,30,5,0.0,UPGMA,41664,39721,0.9533650153609831,0.9984,0.9516129032258065,0.0,0.4060675290000404
34,6403039,64,30,5,0.0,NeighborJoining,41664,39721,0.9533650153609831,0.9996,0.9516129032258065,0.0,0.4444883429999891
35,6403040,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39145,0.9395401305683564,0.9494,0.9152542372881356,0.9513712469999973,6.982465970000021
35,6403040,64,30,5,0.0,VanillaGreedy,41664,39145,0.9395401305683564,0.7488,0.6451612903225806,0.0,0.053476256999999805
35,6403040,64,30,5,0.0,UPGMA,41664,39145,0.9395401305683564,0.9968,0.8870967741935484,0.0,0.3926196219999838
35,6403040,64,30,5,0.0,NeighborJoining,41664,39145,0.9395401305683564,0.968,0.9193548387096774,0.0,0.4280013990000384
36,6403041,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39207,0.9410282258064516,0.9464,0.8983050847457628,0.9384134040000163,6.429043912999987
36,6403041,64,30,5,0.0,VanillaGreedy,41664,39207,0.9410282258064516,0.7664,0.4878048780487805,0.0,0.060045614999978625
36,6403041,64,30,5,0.0,UPGMA,41664,39207,0.9410282258064516,0.9678,0.8709677419354839,0.0,0.44806113699996786
36,6403041,64,30,5,0.0,NeighborJoining,41664,39207,0.9410282258064516,0.9854,0.8548387096774194,0.0,0.40611247799995454
37,6403042,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39818,0.9556931643625192,0.9316,0.8403361344537815,0.9028069959999812,5.410787793999987
37,6403042,64,30,5,0.0,VanillaGreedy,41664,39818,0.9556931643625192,0.658,0.5365853658536586,0.0,0.055720699999938006
37,6403042,64,30,5,0.0,UPGMA,41664,39818,0.9556931643625192,0.9984,0.8709677419354839,0.0,0.3993975739999769
37,6403042,64,30,5,0.0,NeighborJoining,41664,39818,0.9556931643625192,0.9988,0.9032258064516129,0.0,0.38275973600002544
38,6403043,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39230,0.9415802611367128,0.9224,0.9243697478991597,0.9146631200000002,5.614645906999954
38,6403043,64,30,5,0.0,VanillaGreedy,41664,39230,0.9415802611367128,0.8128,0.5967741935483871,0.0,0.055331813999941915
38,6403043,64,30,5,0.0,UPGMA,41664,39230,0.9415802611367128,0.9876,0.8225806451612903,0.0,0.6433611869999822
38,6403043,64,30,5,0.0,NeighborJoining,41664,39230,0.9415802611367128,0.9984,0.9032258064516129,0.0,0.503596377000008
39,6403044,64,30,5,0.0,FullTripletTMC_SMJ16,41664,37609,0.9026737711213517,0.946,0.9322033898305084,0.9573143670000945,5.921125243000006
39,6403044,64,30,5,0.0,VanillaGreedy,41664,37609,0.9026737711213517,0.8346,0.5161290322580645,0.0,0.049552451999943514
39,6403044,64,30,5,0.0,UPGMA,41664,37609,0.9026737711213517,0.9998,0.935483870967742,0.0,0.4319606640000302
39,6403044,64,30,5,0.0,NeighborJoining,41664,37609,0.9026737711213517,0.9986,0.935483870967742,0.0,0.6258601050000152
40,6403045,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39583,0.9500528033794163,0.922,0.9411764705882353,0.9760042850000445,5.199023440000019
40,6403045,64,30,5,0.0,VanillaGreedy,41664,39583,0.9500528033794163,0.9326,0.6451612903225806,0.0,0.052760780999960843
40,6403045,64,30,5,0.0,UPGMA,41664,39583,0.9500528033794163,0.997,0.8870967741935484,0.0,0.40911851599992133
40,6403045,64,30,5,0.0,NeighborJoining,41664,39583,0.9500528033794163,0.9876,0.8870967741935484,0.0,0.3719149620000053
41,6403046,64,30,5,0.0,FullTripletTMC_SMJ16,41664,37990,0.911818356374808,0.9256,0.9243697478991597,0.916869629999951,5.28857454499996
41,6403046,64,30,5,0.0,VanillaGreedy,41664,37990,0.911818356374808,0.7202,0.5967741935483871,0.0,0.06594639200000074
41,6403046,64,30,5,0.0,UPGMA,41664,37990,0.911818356374808,0.9934,0.8225806451612903,0.0,0.5008290020000459
41,6403046,64,30,5,0.0,NeighborJoining,41664,37990,0.911818356374808,0.9928,0.9193548387096774,0.0,0.5078029129999777
42,6403047,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38467,0.923267089093702,0.9418,0.9152542372881356,1.2285953829999698,6.590169921999973
42,6403047,64,30,5,0.0,VanillaGreedy,41664,38467,0.923267089093702,0.7402,0.4193548387096774,0.0,0.056037028999980976
42,6403047,64,30,5,0.0,UPGMA,41664,38467,0.923267089093702,0.9998,0.8548387096774194,0.0,0.44157509900003333
42,6403047,64,30,5,0.0,NeighborJoining,41664,38467,0.923267089093702,0.9982,0.8709677419354839,0.0,0.4110857450000367
43,6403048,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38290,0.9190188172043011,0.9216,0.8135593220338984,1.0056874150000112,6.531095062000077
43,6403048,64,30,5,0.0,VanillaGreedy,41664,38290,0.9190188172043011,0.696,0.6774193548387097,0.0,0.05116523899994263
43,6403048,64,30,5,0.0,UPGMA,41664,38290,0.9190188172043011,0.9986,0.8870967741935484,0.0,0.4461812590000136
43,6403048,64,30,5,0.0,NeighborJoining,41664,38290,0.9190188172043011,0.967,0.9032258064516129,0.0,0.38128533700000844
44,6403049,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39721,0.9533650153609831,0.927,0.9411764705882353,0.9121089609999444,5.154367991000072
44,6403049,64,30,5,0.0,VanillaGreedy,41664,39721,0.9533650153609831,0.7608,0.7096774193548387,0.0,0.04899834900004407
44,6403049,64,30,5,0.0,UPGMA,41664,39721,0.9533650153609831,0.9996,0.935483870967742,0.0,0.36972340500005885
44,6403049,64,30,5,0.0,NeighborJoining,41664,39721,0.9533650153609831,0.998,0.967741935483871,0.0,0.6238828869999224
45,6403050,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39562,0.9495487711213517,0.9454,0.864406779661017,1.1148867690000088,6.561690808000094
45,6403050,64,30,5,0.0,VanillaGreedy,41664,39562,0.9495487711213517,0.8092,0.7741935483870968,0.0,0.05773132199999509
45,6403050,64,30,5,0.0,UPGMA,41664,39562,0.9495487711213517,0.977,0.8709677419354839,0.0,0.38095227600001635
45,6403050,64,30,5,0.0,NeighborJoining,41664,39562,0.9495487711213517,0.972,0.8548387096774194,0.0,0.6988233440000613
46,6403051,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38876,0.933083717357911,0.8018,0.8135593220338984,0.9605327560000205,6.137416247999909
46,6403051,64,30,5,0.0,VanillaGreedy,41664,38876,0.933083717357911,0.7298,0.4516129032258065,0.0,0.054214159000025575
46,6403051,64,30,5,0.0,UPGMA,41664,38876,0.933083717357911,0.9962,0.8225806451612903,0.0,0.39618278500006454
46,6403051,64,30,5,0.0,NeighborJoining,41664,38876,0.933083717357911,0.996,0.8870967741935484,0.0,0.6765749140000707
47,6403052,64,30,5,0.0,FullTripletTMC_SMJ16,41664,39924,0.9582373271889401,0.9278,0.8403361344537815,0.9187269540000216,5.355951360000063
47,6403052,64,30,5,0.0,VanillaGreedy,41664,39924,0.9582373271889401,0.7944,0.6774193548387097,0.0,0.049909017000004496
47,6403052,64,30,5,0.0,UPGMA,41664,39924,0.9582373271889401,0.997,0.7580645161290323,0.0,0.42058393599995725
47,6403052,64,30,5,0.0,NeighborJoining,41664,39924,0.9582373271889401,0.999,0.8870967741935484,0.0,0.4144066149999617
48,6403053,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38863,0.9327716973886329,0.9656,0.8888888888888888,0.9746845780000513,8.08217812700002
48,6403053,64,30,5,0.0,VanillaGreedy,41664,38863,0.9327716973886329,0.7792,0.6129032258064516,0.0,0.05519406899998103
48,6403053,64,30,5,0.0,UPGMA,41664,38863,0.9327716973886329,0.9938,0.8387096774193549,0.0,0.44982336099997156
48,6403053,64,30,5,0.0,NeighborJoining,41664,38863,0.9327716973886329,0.999,0.8870967741935484,0.0,0.6314947189999884
49,6403054,64,30,5,0.0,FullTripletTMC_SMJ16,41664,38607,0.9266273041474654,0.9216,0.9411764705882353,0.984213479999994,5.398920782000005
49,6403054,64,30,5,0.0,VanillaGreedy,41664,38607,0.9266273041474654,0.7898,0.7741935483870968,0.0,0.0524729709999292
49,6403054,64,30,5,0.0,UPGMA,41664,38607,0.9266273041474654,0.993,0.8064516129032258,0.0,0.3967217740000706
49,6403054,64,30,5,0.0,NeighborJoining,41664,38607,0.9266273041474654,0.9776,0.935483870967742,0.0,0.4400178320000805
0,6403305,64,30,5,0.3,FullTripletTMC_SMJ16,41664,37433,0.8984495007680492,0.9584,0.4201680672268907,0.9872940200000357,6.33426882699996
0,6403305,64,30,5,0.3,VanillaGreedy,41664,37433,0.8984495007680492,0.9332,0.4354838709677419,0.0,0.13096492500005752
0,6403305,64,30,5,0.3,UPGMA,41664,37433,0.8984495007680492,0.9892,0.7419354838709677,0.0,0.4345257779999656
