p_miss,p_miss_val,k_cand,Raw_Accuracy,Success_Probability
20% Dropout,0.2,10,0.9148,1
20% Dropout,0.2,10,0.8878,0
20% Dropout,0.2,10,0.7354,0
20% Dropout,0.2,10,0.4906,0
20% Dropout,0.2,10,0.6006,0
20% Dropout,0.2,10,0.6114,0
20% Dropout,0.2,10,0.7788,0
20% Dropout,0.2,10,0.454,0
20% Dropout,0.2,10,0.7984,0
20% Dropout,0.2,10,0.799,0
20% Dropout,0.2,10,0.6206,0
20% Dropout,0.2,10,0.6574,0
20% Dropout,0.2,10,0.453,0
20% Dropout,0.2,10,0.8784,0
20% Dropout,0.2,10,0.4998,0
20% Dropout,0.2,15,0.7926,0
20% Dropout,0.2,15,0.9372,1
20% Dropout,0.2,15,0.9366,1
20% Dropout,0.2,15,0.7458,0
20% Dropout,0.2,15,0.7326,0
20% Dropout,0.2,15,0.9392,1
20% Dropout,0.2,15,0.3922,0
20% Dropout,0.2,15,0.698,0
20% Dropout,0.2,15,0.9286,1
20% Dropout,0.2,15,0.7658,0
20% Dropout,0.2,15,0.9196,1
20% Dropout,0.2,15,0.744,0
20% Dropout,0.2,15,0.8424,0
20% Dropout,0.2,15,0.4834,0
20% Dropout,0.2,15,0.763,0
20% Dropout,0.2,15,0.855,0
20% Dropout,0.2,15,0.4908,0
20% Dropout,0.2,15,0.6646,0
20% Dropout,0.2,15,0.453,0
20% Dropout,0.2,15,0.9576,1
20% Dropout,0.2,15,0.9098,1
20% Dropout,0.2,15,0.4604,0
20% Dropout,0.2,15,0.8036,0
20% Dropout,0.2,15,0.427,0
20% Dropout,0.2,15,0.5834,0
20% Dropout,0.2,15,0.6536,0
20% Dropout,0.2,15,0.8802,0
20% Dropout,0.2,15,0.7946,0
20% Dropout,0.2,15,0.8582,0
20% Dropout,0.2,15,0.8256,0
20% Dropout,0.2,20,0.8536,0
20% Dropout,0.2,20,0.5808,0
20% Dropout,0.2,20,0.8916,0
20% Dropout,0.2,20,0.8276,0
20% Dropout,0.2,20,0.5038,0
20% Dropout,0.2,20,0.9092,1
20% Dropout,0.2,20,0.7298,0
20% Dropout,0.2,20,0.8942,0
20% Dropout,0.2,20,0.943,1
20% Dropout,0.2,20,0.7396,0
20% Dropout,0.2,20,0.826,0
20% Dropout,0.2,20,0.4684,0
20% Dropout,0.2,20,0.6896,0
20% Dropout,0.2,20,0.8958,0
20% Dropout,0.2,20,0.5364,0
20% Dropout,0.2,20,0.8776,0
20% Dropout,0.2,20,0.805,0
20% Dropout,0.2,20,0.9592,1
20% Dropout,0.2,20,0.5862,0
20% Dropout,0.2,20,0.533,0
20% Dropout,0.2,20,0.8024,0
20% Dropout,0.2,20,0.935,1
20% Dropout,0.2,20,0.848,0
20% Dropout,0.2,20,0.7948,0
20% Dropout,0.2,20,0.9376,1
20% Dropout,0.2,20,0.4046,0
20% Dropout,0.2,20,0.8952,0
20% Dropout,0.2,20,0.5362,0
20% Dropout,0.2,20,0.9128,1
20% Dropout,0.2,20,0.487,0
20% Dropout,0.2,30,0.9678,1
20% Dropout,0.2,30,0.9146,1
20% Dropout,0.2,30,0.516,0
20% Dropout,0.2,30,0.9832,1
20% Dropout,0.2,30,0.9478,1
20% Dropout,0.2,30,0.739,0
20% Dropout,0.2,30,0.9544,1
20% Dropout,0.2,30,0.9382,1
20% Dropout,0.2,30,0.9132,1
20% Dropout,0.2,30,0.9462,1
20% Dropout,0.2,30,0.6328,0
20% Dropout,0.2,30,0.8768,0
20% Dropout,0.2,30,0.6098,0
20% Dropout,0.2,30,0.9722,1
20% Dropout,0.2,30,0.9854,1
20% Dropout,0.2,30,0.8562,0
20% Dropout,0.2,30,0.9832,1
20% Dropout,0.2,30,0.851,0
20% Dropout,0.2,30,0.9586,1
20% Dropout,0.2,30,0.9136,1
20% Dropout,0.2,30,0.9538,1
20% Dropout,0.2,30,0.861,0
20% Dropout,0.2,30,0.9272,1
20% Dropout,0.2,30,0.8568,0
20% Dropout,0.2,30,0.9718,1
20% Dropout,0.2,30,0.7406,0
20% Dropout,0.2,30,0.9528,1
20% Dropout,0.2,30,0.9554,1
20% Dropout,0.2,30,0.9232,1
20% Dropout,0.2,30,0.8562,0
20% Dropout,0.2,40,0.9654,1
20% Dropout,0.2,40,0.961,1
20% Dropout,0.2,40,0.9666,1
20% Dropout,0.2,40,0.9734,1
20% Dropout,0.2,40,0.974,1
20% Dropout,0.2,40,0.9394,1
20% Dropout,0.2,40,0.931,1
20% Dropout,0.2,40,0.9614,1
20% Dropout,0.2,40,0.9288,1
20% Dropout,0.2,40,0.906,1
20% Dropout,0.2,40,0.9284,1
20% Dropout,0.2,40,0.8684,0
20% Dropout,0.2,40,0.9306,1
20% Dropout,0.2,40,0.9756,1
20% Dropout,0.2,40,0.952,1
20% Dropout,0.2,40,0.9276,1
20% Dropout,0.2,40,0.5792,0
20% Dropout,0.2,40,0.9648,1
20% Dropout,0.2,40,0.945,1
20% Dropout,0.2,40,0.917,1
20% Dropout,0.2,40,0.516,0
20% Dropout,0.2,40,0.939,1
20% Dropout,0.2,40,0.9468,1
20% Dropout,0.2,40,0.9362,1
20% Dropout,0.2,40,0.973,1
20% Dropout,0.2,40,0.9518,1
20% Dropout,0.2,40,0.9766,1
20% Dropout,0.2,40,0.9388,1
20% Dropout,0.2,40,0.9364,1
20% Dropout,0.2,40,0.9586,1
20% Dropout,0.2,50,0.9884,1
20% Dropout,0.2,50,0.8894,0
20% Dropout,0.2,50,0.9558,1
20% Dropout,0.2,50,0.9054,1
20% Dropout,0.2,50,0.9664,1
20% Dropout,0.2,50,0.9778,1
20% Dropout,0.2,50,0.958,1
20% Dropout,0.2,50,0.5776,0
20% Dropout,0.2,50,0.9872,1
20% Dropout,0.2,50,0.9898,1
20% Dropout,0.2,50,0.968,1
20% Dropout,0.2,50,0.995,1
20% Dropout,0.2,50,0.5614,0
20% Dropout,0.2,50,0.974,1
20% Dropout,0.2,50,0.8858,0
20% Dropout,0.2,50,0.9798,1
20% Dropout,0.2,50,0.9574,1
20% Dropout,0.2,50,0.9436,1
20% Dropout,0.2,50,0.9566,1
20% Dropout,0.2,50,0.5412,0
20% Dropout,0.2,50,0.9268,1
20% Dropout,0.2,50,0.938,1
20% Dropout,0.2,50,0.9802,1
20% Dropout,0.2,50,0.954,1
20% Dropout,0.2,50,0.9198,1
20% Dropout,0.2,50,0.9152,1
20% Dropout,0.2,50,0.9702,1
20% Dropout,0.2,50,0.9696,1
20% Dropout,0.2,50,0.9842,1
20% Dropout,0.2,50,0.9422,1
20% Dropout,0.2,75,0.931,1
20% Dropout,0.2,75,0.9778,1
20% Dropout,0.2,75,0.9704,1
20% Dropout,0.2,75,0.976,1
20% Dropout,0.2,75,0.971,1
20% Dropout,0.2,75,0.9466,1
20% Dropout,0.2,75,0.9368,1
20% Dropout,0.2,75,0.9562,1
20% Dropout,0.2,75,0.5512,0
20% Dropout,0.2,75,0.9886,1
20% Dropout,0.2,75,0.9912,1
20% Dropout,0.2,75,0.9486,1
20% Dropout,0.2,75,0.9444,1
20% Dropout,0.2,75,0.9564,1
20% Dropout,0.2,75,0.9886,1
20% Dropout,0.2,75,0.9874,1
20% Dropout,0.2,75,0.948,1
20% Dropout,0.2,75,0.9258,1
20% Dropout,0.2,75,0.974,1
20% Dropout,0.2,75,0.9708,1
20% Dropout,0.2,75,0.949,1
20% Dropout,0.2,75,0.9458,1
20% Dropout,0.2,75,0.9652,1
20% Dropout,0.2,75,0.9604,1
20% Dropout,0.2,75,0.9858,1
20% Dropout,0.2,75,0.9282,1
20% Dropout,0.2,75,0.9362,1
20% Dropout,0.2,75,0.9716,1
20% Dropout,0.2,75,0.9484,1
20% Dropout,0.2,75,0.9662,1
20% Dropout,0.2,100,0.9612,1
20% Dropout,0.2,100,0.9094,1
20% Dropout,0.2,100,0.969,1
20% Dropout,0.2,100,0.9314,1
20% Dropout,0.2,100,0.9734,1
20% Dropout,0.2,100,0.9398,1
20% Dropout,0.2,100,0.9766,1
20% Dropout,0.2,100,0.9852,1
20% Dropout,0.2,100,0.9328,1
20% Dropout,0.2,100,0.9804,1
20% Dropout,0.2,100,0.9266,1
20% Dropout,0.2,100,0.978,1
20% Dropout,0.2,100,0.9446,1
20% Dropout,0.2,100,0.9834,1
20% Dropout,0.2,100,0.974,1
20% Dropout,0.2,100,0.9508,1
20% Dropout,0.2,100,0.9428,1
20% Dropout,0.2,100,0.9896,1
20% Dropout,0.2,100,0.9746,1
20% Dropout,0.2,100,0.9836,1
20% Dropout,0.2,100,0.954,1
20% Dropout,0.2,100,0.9496,1
20% Dropout,0.2,100,0.9422,1
20% Dropout,0.2,100,0.9826,1
20% Dropout,0.2,100,0.9416,1
20% Dropout,0.2,100,0.968,1
20% Dropout,0.2,100,0.9638,1
20% Dropout,0.2,100,0.9534,1
20% Dropout,0.2,100,0.9862,1
20% Dropout,0.2,100,0.9532,1
20% Dropout,0.2,150,0.9842,1
20% Dropout,0.2,150,0.9866,1
20% Dropout,0.2,150,0.9878,1
20% Dropout,0.2,150,0.9828,1
20% Dropout,0.2,150,0.9818,1
20% Dropout,0.2,150,0.9412,1
20% Dropout,0.2,150,0.9842,1
20% Dropout,0.2,150,0.9732,1
20% Dropout,0.2,150,0.9618,1
20% Dropout,0.2,150,0.9906,1
20% Dropout,0.2,150,0.9752,1
20% Dropout,0.2,150,0.9638,1
20% Dropout,0.2,150,0.9694,1
20% Dropout,0.2,150,0.9634,1
20% Dropout,0.2,150,0.9804,1
20% Dropout,0.2,150,0.9922,1
20% Dropout,0.2,150,0.9896,1
20% Dropout,0.2,150,0.9804,1
20% Dropout,0.2,150,0.971,1
20% Dropout,0.2,150,0.9912,1
20% Dropout,0.2,150,0.982,1
20% Dropout,0.2,150,0.9714,1
20% Dropout,0.2,150,0.9842,1
20% Dropout,0.2,150,0.9946,1
20% Dropout,0.2,150,0.9576,1
20% Dropout,0.2,150,0.9748,1
20% Dropout,0.2,150,0.9648,1
20% Dropout,0.2,150,0.961,1
20% Dropout,0.2,150,0.9856,1
20% Dropout,0.2,150,0.9926,1
20% Dropout,0.2,200,0.9756,1
20% Dropout,0.2,200,0.9512,1
20% Dropout,0.2,200,0.9732,1
20% Dropout,0.2,200,0.9586,1
20% Dropout,0.2,200,0.9678,1
20% Dropout,0.2,200,0.9754,1
20% Dropout,0.2,200,0.9856,1
20% Dropout,0.2,200,0.969,1
20% Dropout,0.2,200,0.9686,1
20% Dropout,0.2,200,0.9874,1
20% Dropout,0.2,200,0.9616,1
20% Dropout,0.2,200,0.969,1
20% Dropout,0.2,200,0.9634,1
20% Dropout,0.2,200,0.9926,1
20% Dropout,0.2,200,0.9684,1
20% Dropout,0.2,200,0.9792,1
20% Dropout,0.2,200,0.9778,1
20% Dropout,0.2,200,0.9892,1
20% Dropout,0.2,200,0.9478,1
20% Dropout,0.2,200,0.9512,1
20% Dropout,0.2,200,0.991,1
20% Dropout,0.2,200,0.984,1
20% Dropout,0.2,200,0.9932,1
20% Dropout,0.2,200,0.9802,1
20% Dropout,0.2,200,0.9714,1
20% Dropout,0.2,200,0.971,1
20% Dropout,0.2,200,0.9324,1
20% Dropout,0.2,200,0.994,1
20% Dropout,0.2,200,0.9934,1
20% Dropout,0.2,200,0.9784,1
30% Dropout,0.3,5,0.3498,0
30% Dropout,0.3,5,0.3972,0
30% Dropout,0.3,5,0.8084,0
30% Dropout,0.3,5,0.3578,0
30% Dropout,0.3,5,0.3796,0
30% Dropout,0.3,5,0.4198,0
30% Dropout,0.3,5,0.4522,0
30% Dropout,0.3,5,0.3828,0
30% Dropout,0.3,5,0.4976,0
30% Dropout,0.3,5,0.3776,0
30% Dropout,0.3,5,0.3728,0
30% Dropout,0.3,5,0.3106,0
30% Dropout,0.3,5,0.4702,0
30% Dropout,0.3,5,0.7864,0
30% Dropout,0.3,5,0.3402,0
30% Dropout,0.3,5,0.4502,0
30% Dropout,0.3,5,0.3994,0
30% Dropout,0.3,5,0.5952,0
30% Dropout,0.3,5,0.484,0
30% Dropout,0.3,5,0.3862,0
30% Dropout,0.3,5,0.3454,0
30% Dropout,0.3,5,0.3062,0
30% Dropout,0.3,5,0.3438,0
30% Dropout,0.3,5,0.4558,0
30% Dropout,0.3,5,0.8372,0
30% Dropout,0.3,5,0.6408,0
30% Dropout,0.3,5,0.6164,0
30% Dropout,0.3,5,0.6838,0
30% Dropout,0.3,5,0.4344,0
30% Dropout,0.3,5,0.3642,0
30% Dropout,0.3,10,0.3568,0
30% Dropout,0.3,10,0.794,0
30% Dropout,0.3,10,0.7018,0
30% Dropout,0.3,10,0.8054,0
30% Dropout,0.3,10,0.7806,0
30% Dropout,0.3,10,0.3818,0
30% Dropout,0.3,10,0.524,0
30% Dropout,0.3,10,0.4688,0
30% Dropout,0.3,10,0.7388,0
30% Dropout,0.3,10,0.4,0
30% Dropout,0.3,10,0.3744,0
30% Dropout,0.3,10,0.4668,0
30% Dropout,0.3,10,0.4438,0
30% Dropout,0.3,10,0.517,0
30% Dropout,0.3,10,0.3324,0
30% Dropout,0.3,10,0.4056,0
30% Dropout,0.3,10,0.4482,0
30% Dropout,0.3,10,0.4078,0
30% Dropout,0.3,10,0.8596,0
30% Dropout,0.3,10,0.4378,0
30% Dropout,0.3,10,0.8922,0
30% Dropout,0.3,10,0.4088,0
30% Dropout,0.3,10,0.4016,0
30% Dropout,0.3,10,0.3536,0
30% Dropout,0.3,10,0.441,0
30% Dropout,0.3,10,0.6508,0
30% Dropout,0.3,10,0.3344,0
30% Dropout,0.3,10,0.76,0
30% Dropout,0.3,10,0.4086,0
30% Dropout,0.3,10,0.9088,1
30% Dropout,0.3,15,0.3624,0
30% Dropout,0.3,15,0.707,0
30% Dropout,0.3,15,0.4308,0
30% Dropout,0.3,15,0.8822,0
30% Dropout,0.3,15,0.6068,0
30% Dropout,0.3,15,0.5088,0
30% Dropout,0.3,15,0.7172,0
30% Dropout,0.3,15,0.9042,1
30% Dropout,0.3,15,0.7938,0
30% Dropout,0.3,15,0.439,0
30% Dropout,0.3,15,0.7808,0
30% Dropout,0.3,15,0.3504,0
30% Dropout,0.3,15,0.5826,0
30% Dropout,0.3,15,0.64,0
30% Dropout,0.3,15,0.3712,0
30% Dropout,0.3,15,0.6352,0
30% Dropout,0.3,15,0.4118,0
30% Dropout,0.3,15,0.6494,0
30% Dropout,0.3,15,0.5618,0
30% Dropout,0.3,15,0.906,1
30% Dropout,0.3,15,0.6128,0
30% Dropout,0.3,15,0.5018,0
30% Dropout,0.3,15,0.6636,0
30% Dropout,0.3,15,0.6378,0
30% Dropout,0.3,15,0.4098,0
30% Dropout,0.3,15,0.6458,0
30% Dropout,0.3,15,0.7448,0
30% Dropout,0.3,15,0.84,0
30% Dropout,0.3,15,0.6038,0
30% Dropout,0.3,15,0.6276,0
30% Dropout,0.3,20,0.4452,0
30% Dropout,0.3,20,0.8726,0
30% Dropout,0.3,20,0.569,0
30% Dropout,0.3,20,0.5396,0
30% Dropout,0.3,20,0.8872,0
30% Dropout,0.3,20,0.7092,0
30% Dropout,0.3,20,0.417,0
30% Dropout,0.3,20,0.6788,0
30% Dropout,0.3,20,0.9216,1
30% Dropout,0.3,20,0.7214,0
30% Dropout,0.3,20,0.7066,0
30% Dropout,0.3,20,0.4008,0
30% Dropout,0.3,20,0.8452,0
30% Dropout,0.3,20,0.4798,0
30% Dropout,0.3,20,0.7708,0
30% Dropout,0.3,20,0.9036,1
30% Dropout,0.3,20,0.7152,0
30% Dropout,0.3,20,0.46,0
30% Dropout,0.3,20,0.7972,0
30% Dropout,0.3,20,0.419,0
30% Dropout,0.3,20,0.5334,0
30% Dropout,0.3,20,0.455,0
30% Dropout,0.3,20,0.722,0
30% Dropout,0.3,20,0.9474,1
30% Dropout,0.3,20,0.834,0
30% Dropout,0.3,20,0.5034,0
30% Dropout,0.3,20,0.849,0
30% Dropout,0.3,20,0.9064,1
30% Dropout,0.3,20,0.8114,0
30% Dropout,0.3,20,0.7818,0
30% Dropout,0.3,30,0.577,0
30% Dropout,0.3,30,0.4736,0
30% Dropout,0.3,30,0.895,0
30% Dropout,0.3,30,0.7196,0
30% Dropout,0.3,30,0.9566,1
30% Dropout,0.3,30,0.787,0
30% Dropout,0.3,30,0.8758,0
30% Dropout,0.3,30,0.8446,0
30% Dropout,0.3,30,0.8162,0
30% Dropout,0.3,30,0.6756,0
30% Dropout,0.3,30,0.7708,0
30% Dropout,0.3,30,0.6486,0
30% Dropout,0.3,30,0.9166,1
30% Dropout,0.3,30,0.8948,0
30% Dropout,0.3,30,0.735,0
30% Dropout,0.3,30,0.6848,0
30% Dropout,0.3,30,0.8884,0
30% Dropout,0.3,30,0.6324,0
30% Dropout,0.3,30,0.6314,0
30% Dropout,0.3,30,0.5188,0
30% Dropout,0.3,30,0.9398,1
30% Dropout,0.3,30,0.9704,1
30% Dropout,0.3,30,0.5014,0
30% Dropout,0.3,30,0.8804,0
30% Dropout,0.3,30,0.62,0
30% Dropout,0.3,30,0.9088,1
30% Dropout,0.3,30,0.5656,0
30% Dropout,0.3,30,0.8882,0
30% Dropout,0.3,30,0.9204,1
30% Dropout,0.3,30,0.8904,0
30% Dropout,0.3,40,0.959,1
30% Dropout,0.3,40,0.9514,1
30% Dropout,0.3,40,0.9036,1
30% Dropout,0.3,40,0.4668,0
30% Dropout,0.3,40,0.8936,0
30% Dropout,0.3,40,0.9296,1
30% Dropout,0.3,40,0.8998,0
30% Dropout,0.3,40,0.618,0
30% Dropout,0.3,40,0.8564,0
30% Dropout,0.3,40,0.8728,0
30% Dropout,0.3,40,0.4364,0
30% Dropout,0.3,40,0.9246,1
30% Dropout,0.3,40,0.5512,0
30% Dropout,0.3,40,0.5714,0
30% Dropout,0.3,40,0.9136,1
30% Dropout,0.3,40,0.7836,0
30% Dropout,0.3,40,0.7996,0
30% Dropout,0.3,40,0.951,1
30% Dropout,0.3,40,0.8776,0
30% Dropout,0.3,40,0.6812,0
30% Dropout,0.3,40,0.8958,0
30% Dropout,0.3,40,0.9268,1
30% Dropout,0.3,40,0.8314,0
30% Dropout,0.3,40,0.911,1
30% Dropout,0.3,40,0.7464,0
30% Dropout,0.3,40,0.9236,1
30% Dropout,0.3,40,0.9328,1
30% Dropout,0.3,40,0.8894,0
30% Dropout,0.3,40,0.8916,0
30% Dropout,0.3,40,0.943,1
30% Dropout,0.3,50,0.8334,0
30% Dropout,0.3,50,0.8748,0
30% Dropout,0.3,50,0.889,0
30% Dropout,0.3,50,0.6422,0
30% Dropout,0.3,50,0.9356,1
30% Dropout,0.3,50,0.9366,1
30% Dropout,0.3,50,0.8456,0
30% Dropout,0.3,50,0.5094,0
30% Dropout,0.3,50,0.9152,1
30% Dropout,0.3,50,0.4146,0
30% Dropout,0.3,50,0.9188,1
30% Dropout,0.3,50,0.9078,1
30% Dropout,0.3,50,0.8834,0
30% Dropout,0.3,50,0.8934,0
30% Dropout,0.3,50,0.9316,1
30% Dropout,0.3,50,0.8324,0
30% Dropout,0.3,50,0.92,1
30% Dropout,0.3,50,0.931,1
30% Dropout,0.3,50,0.9142,1
30% Dropout,0.3,50,0.8922,0
30% Dropout,0.3,50,0.7888,0
30% Dropout,0.3,50,0.8866,0
30% Dropout,0.3,50,0.9542,1
30% Dropout,0.3,50,0.9016,1
30% Dropout,0.3,50,0.931,1
30% Dropout,0.3,50,0.5004,0
30% Dropout,0.3,50,0.8798,0
30% Dropout,0.3,50,0.9198,1
30% Dropout,0.3,50,0.8412,0
30% Dropout,0.3,50,0.908,1
30% Dropout,0.3,75,0.9028,1
30% Dropout,0.3,75,0.9216,1
30% Dropout,0.3,75,0.9582,1
30% Dropout,0.3,75,0.8902,0
30% Dropout,0.3,75,0.9326,1
30% Dropout,0.3,75,0.8242,0
30% Dropout,0.3,75,0.876,0
30% Dropout,0.3,75,0.8858,0
30% Dropout,0.3,75,0.8712,0
30% Dropout,0.3,75,0.9424,1
30% Dropout,0.3,75,0.8998,0
30% Dropout,0.3,75,0.9172,1
30% Dropout,0.3,75,0.943,1
30% Dropout,0.3,75,0.9796,1
30% Dropout,0.3,75,0.9282,1
30% Dropout,0.3,75,0.9456,1
30% Dropout,0.3,75,0.9556,1
30% Dropout,0.3,75,0.9114,1
30% Dropout,0.3,75,0.9454,1
30% Dropout,0.3,75,0.9792,1
30% Dropout,0.3,75,0.9408,1
30% Dropout,0.3,75,0.9098,1
30% Dropout,0.3,75,0.9236,1
30% Dropout,0.3,75,0.824,0
30% Dropout,0.3,75,0.9088,1
30% Dropout,0.3,75,0.9166,1
30% Dropout,0.3,75,0.9718,1
30% Dropout,0.3,75,0.9412,1
30% Dropout,0.3,75,0.9854,1
30% Dropout,0.3,75,0.9392,1
30% Dropout,0.3,100,0.929,1
30% Dropout,0.3,100,0.9506,1
30% Dropout,0.3,100,0.942,1
30% Dropout,0.3,100,0.906,1
30% Dropout,0.3,100,0.9522,1
30% Dropout,0.3,100,0.9434,1
30% Dropout,0.3,100,0.6764,0
30% Dropout,0.3,100,0.89,0
30% Dropout,0.3,100,0.8814,0
30% Dropout,0.3,100,0.9238,1
30% Dropout,0.3,100,0.9294,1
30% Dropout,0.3,100,0.942,1
30% Dropout,0.3,100,0.891,0
30% Dropout,0.3,100,0.913,1
30% Dropout,0.3,100,0.9132,1
30% Dropout,0.3,100,0.9088,1
30% Dropout,0.3,100,0.9134,1
30% Dropout,0.3,100,0.8976,0
30% Dropout,0.3,100,0.9508,1
30% Dropout,0.3,100,0.9152,1
30% Dropout,0.3,100,0.9802,1
30% Dropout,0.3,100,0.9298,1
30% Dropout,0.3,100,0.9252,1
30% Dropout,0.3,100,0.986,1
30% Dropout,0.3,100,0.8978,0
30% Dropout,0.3,100,0.9076,1
30% Dropout,0.3,100,0.939,1
30% Dropout,0.3,100,0.9186,1
30% Dropout,0.3,100,0.5398,0
30% Dropout,0.3,100,0.909,1
30% Dropout,0.3,150,0.9168,1
30% Dropout,0.3,150,0.9268,1
30% Dropout,0.3,150,0.8934,0
30% Dropout,0.3,150,0.9346,1
30% Dropout,0.3,150,0.9382,1
30% Dropout,0.3,150,0.8812,0
30% Dropout,0.3,150,0.892,0
30% Dropout,0.3,150,0.9712,1
30% Dropout,0.3,150,0.8908,0
30% Dropout,0.3,150,0.9338,1
30% Dropout,0.3,150,0.9314,1
30% Dropout,0.3,150,0.911,1
30% Dropout,0.3,150,0.951,1
30% Dropout,0.3,150,0.9562,1
30% Dropout,0.3,150,0.916,1
30% Dropout,0.3,150,0.934,1
30% Dropout,0.3,150,0.955,1
30% Dropout,0.3,150,0.9356,1
30% Dropout,0.3,150,0.9344,1
30% Dropout,0.3,150,0.9388,1
30% Dropout,0.3,150,0.9446,1
30% Dropout,0.3,150,0.9034,1
30% Dropout,0.3,150,0.9672,1
30% Dropout,0.3,150,0.9844,1
30% Dropout,0.3,150,0.9302,1
30% Dropout,0.3,150,0.938,1
30% Dropout,0.3,150,0.9406,1
30% Dropout,0.3,150,0.9482,1
30% Dropout,0.3,150,0.9188,1
30% Dropout,0.3,150,0.896,0
30% Dropout,0.3,200,0.9072,1
30% Dropout,0.3,200,0.9396,1
30% Dropout,0.3,200,0.9144,1
30% Dropout,0.3,200,0.9488,1
30% Dropout,0.3,200,0.9434,1
30% Dropout,0.3,200,0.9028,1
30% Dropout,0.3,200,0.9324,1
30% Dropout,0.3,200,0.9572,1
30% Dropout,0.3,200,0.9218,1
30% Dropout,0.3,200,0.9,1
30% Dropout,0.3,200,0.9336,1
30% Dropout,0.3,200,0.9158,1
30% Dropout,0.3,200,0.9694,1
30% Dropout,0.3,200,0.9548,1
30% Dropout,0.3,200,0.9106,1
30% Dropout,0.3,200,0.9366,1
30% Dropout,0.3,200,0.9416,1
30% Dropout,0.3,200,0.9558,1
30% Dropout,0.3,200,0.9524,1
30% Dropout,0.3,200,0.9016,1
30% Dropout,0.3,200,0.9516,1
30% Dropout,0.3,200,0.9512,1
30% Dropout,0.3,200,0.9424,1
30% Dropout,0.3,200,0.9344,1
30% Dropout,0.3,200,0.9576,1
30% Dropout,0.3,200,0.9082,1
30% Dropout,0.3,200,0.9144,1
30% Dropout,0.3,200,0.9486,1
30% Dropout,0.3,200,0.977,1
30% Dropout,0.3,200,0.9082,1
