missing_rate,algorithm,n,triplet_mean,triplet_median,triplet_q25,triplet_q75,rf_mean,rf_median,rf_q25,rf_q75,coverage_mean,solve_seconds_mean
0.0,ConfidentWeightedTMC_SMJ32,50,0.976552,0.991,0.9835,0.99355,0.40050382809628565,0.39579158316633256,0.3612702702702702,0.431944073426309,0.9096956,63.52983492972002
0.0,NeighborJoining,50,0.942072,0.9797,0.9535,0.9969,0.8027058823529412,0.8029411764705883,0.7843137254901961,0.8176470588235294,0.9096956,1.6455858616400065
0.0,UPGMA,50,0.946584,0.9932000000000001,0.9459500000000001,0.99735,0.6939215686274509,0.6872549019607843,0.6710784313725491,0.7107843137254902,0.9096956,1.4712122583000211
0.0,VanillaGreedy,50,0.9068640000000001,0.925,0.88105,0.95015,0.6399054436298562,0.6372549019607843,0.6197598568377303,0.6568627450980392,0.9096956,0.9405277580399616
0.3,ConfidentWeightedTMC_SMJ32,50,0.9656279999999999,0.9749,0.9636499999999999,0.9812,0.0769136932224673,0.07615238106712524,0.066132264529058,0.0843162016168989,0.8606484000000001,55.211082360619905
0.3,NeighborJoining,50,0.9309080000000001,0.9606,0.9202,0.98275,0.37799999999999995,0.37058823529411766,0.3499999999999999,0.39558823529411763,0.8606484000000001,1.4490566992799905
0.3,UPGMA,50,0.970612,0.986,0.97505,0.99375,0.37086274509803924,0.3784313725490196,0.3387254901960784,0.3916666666666667,0.8606484000000001,1.3781115440399845
0.3,VanillaGreedy,50,0.909976,0.9322999999999999,0.87845,0.95345,0.22120184246952143,0.2176470588235294,0.2024509803921568,0.23872549019607842,0.8606484000000001,1.2177432342800603
