missing_rate,algorithm,n,triplet_mean,triplet_median,rf_mean,rf_median,infer_mean,solve_mean,inferred_triplets_mean
0.0,FullTripletTMC_SMJ16,50,0.920376,0.9325,0.8436080768682962,0.847457627118644,1.0499927883600002,6.530275077639996,38858.2
0.0,NeighborJoining,50,0.93664,0.9753000000000001,0.8632258064516128,0.8709677419354839,0.0,0.5390742219199973,38858.2
0.0,UPGMA,50,0.9537359999999999,0.9925999999999999,0.8512903225806451,0.8548387096774194,0.0,0.5140675798800015,38858.2
0.0,VanillaGreedy,50,0.7404600000000001,0.7444999999999999,0.5412116443745082,0.5483870967741935,0.0,0.06491451922000233,38858.2
0.3,FullTripletTMC_SMJ16,50,0.935244,0.9501,0.2853092249503017,0.2723453570911198,1.1539228513800095,7.271811376359999,37021.78
0.3,NeighborJoining,50,0.901712,0.9561,0.5883870967741935,0.5887096774193548,0.0,0.5169701603399858,37021.78
0.3,UPGMA,50,0.95538,0.9807,0.6254838709677419,0.6129032258064516,0.0,0.5138558983399821,37021.78
0.3,VanillaGreedy,50,0.741832,0.7396,0.28293731969577757,0.28337267243640174,0.0,0.08718956804000978,37021.78
